datetime,F41,F40,F43,F42,F45,F44,F47,F46,F49,F48,S1,F68,F23,F22,F21,F20,F25,F24,F67,F66,F29,F64,F63,F62,F61,F60,F16,F12,F17,S2,Y,F56,F57,F54,F55,F52,F53,F50,F51,F13,F58,F59,F30,F31,F18,F19,F34,F35,F37,F38,F39,F10,F11,F70,F71,F14,F15,F0,F1,F3,F5,F6,F8,F9,F32,F33,F69,F65
2010-06-02 14:30:00,1.029,0.933,0.250,-0.286,-0.048,0.018,0.351,-0.212,0.922,0.343,207.671,0.381,0.331,0.424,2.283,-4.215,0.372,0.354,0.290,0.214,1.058,0.760,0.670,1.295,-0.652,3.063,-0.707,-0.791,4.023,72.088,1.000,3.061,3.262,3.051,3.051,0.877,3.013,1.303,1.084,0.220,3.077,3.063,1.273,1.084,1.467,0.181,1.551,1.551,0.998,0.985,0.948,-0.097,-1.720,2.103,2.442,0.324,0.209,1.968,5.330,1.168,2.881,0.234,0.857,0.093,1.136,1.319,1.692,0.580
2010-06-02 15:00:00,1.028,0.932,0.255,-2.923,-0.037,0.024,0.335,-0.242,0.736,0.372,207.633,0.403,0.327,0.412,2.304,-4.098,0.372,0.355,0.291,0.231,1.043,0.916,0.601,2.876,-0.685,3.067,-0.789,-0.763,-2.991,72.247,1.000,3.057,3.262,3.051,3.051,0.877,3.013,1.303,1.083,0.225,3.077,3.067,1.243,1.029,1.325,0.227,1.550,1.550,0.998,0.986,0.948,-0.063,-1.762,3.057,1.721,-0.154,0.105,1.963,5.330,1.069,2.874,0.214,0.790,0.155,1.138,1.318,1.109,0.362
2010-06-02 15:30:00,1.028,0.933,0.259,0.411,-0.024,0.041,0.634,-0.277,0.305,0.740,208.082,0.413,0.324,0.516,2.325,-3.979,0.371,0.353,0.244,0.263,1.019,1.199,0.671,0.834,-1.610,3.067,-2.297,-0.737,0.431,72.873,1.000,3.035,3.262,3.035,3.035,0.870,3.013,1.289,1.074,0.226,3.077,3.067,1.202,1.016,1.234,0.439,1.484,1.484,0.999,0.987,0.947,0.024,-1.862,1.859,1.195,-0.052,-0.023,1.951,5.293,0.837,2.855,0.167,0.777,0.464,1.136,1.317,1.051,0.374
2010-06-03 09:30:00,1.027,0.932,0.262,0.261,-0.020,0.054,0.913,-0.285,0.331,0.852,209.016,0.381,0.319,0.457,2.335,-3.922,0.370,0.349,0.441,0.505,1.019,0.963,0.834,1.084,-5.180,3.058,15.803,-0.722,1.038,73.439,1.000,3.025,3.226,3.025,3.025,0.870,3.025,1.280,1.074,0.226,3.075,3.067,1.201,1.013,1.676,0.561,1.439,1.439,0.999,0.987,0.946,-0.010,-1.135,1.101,3.000,0.154,0.043,1.944,5.274,1.452,2.846,0.290,1.117,0.717,1.135,1.316,1.079,0.483
2010-06-03 10:00:00,1.027,0.931,0.270,0.248,-0.017,0.071,1.035,-0.293,0.322,0.980,208.474,0.329,0.307,0.493,2.356,-3.811,0.369,0.346,0.369,0.254,1.030,0.871,0.874,1.030,-1.726,3.050,-2.673,-0.694,0.709,73.548,1.000,3.024,3.215,3.024,3.024,0.863,3.024,1.272,1.072,0.227,3.073,3.067,1.196,1.010,1.820,0.472,1.359,1.359,0.998,0.986,0.946,-0.114,-1.436,0.594,0.462,0.260,0.183,1.936,5.256,1.266,2.835,0.253,1.149,0.587,1.135,1.315,1.007,0.665
2010-06-03 10:30:00,1.026,0.931,0.275,0.180,-0.018,0.084,0.986,-0.303,0.287,1.011,208.474,0.337,0.298,0.485,2.378,-3.704,0.369,0.344,0.349,0.228,1.054,0.843,0.866,-4.491,-0.155,3.015,-1.966,-0.666,-4.791,73.895,1.000,3.009,3.214,3.009,3.009,0.860,3.009,1.230,1.070,0.224,3.070,3.067,1.180,1.003,1.554,0.423,1.289,1.289,0.997,0.986,0.946,-0.062,-1.093,0.889,0.894,0.198,0.172,1.927,5.212,0.921,2.821,0.184,1.044,0.532,1.132,1.312,1.418,0.466
2010-06-03 11:00:00,1.025,0.930,0.280,0.098,-0.019,0.095,0.617,-0.302,0.305,0.964,208.250,0.346,0.293,0.496,2.400,-3.602,0.367,0.341,0.385,0.303,1.092,0.860,0.853,-50.308,-0.553,3.007,-2.768,-0.641,13.896,73.826,1.000,2.997,3.218,3.009,3.009,0.858,3.009,1.211,1.068,0.221,3.067,3.067,1.165,0.997,1.558,0.390,1.240,1.240,0.995,0.984,0.945,-0.110,-1.260,1.197,1.302,0.098,0.158,1.927,5.203,0.893,2.821,0.179,1.036,0.485,1.128,1.309,1.416,0.468
2010-06-03 11:30:00,1.024,0.930,0.282,0.066,-0.020,0.101,0.836,-0.306,0.301,1.013,208.250,0.361,0.293,0.503,2.422,-3.505,0.367,0.341,0.373,0.441,1.121,0.730,0.968,1.902,-0.861,3.000,7.140,-0.617,2.769,74.084,1.000,2.990,3.215,3.003,3.003,0.856,3.003,1.178,1.065,0.217,3.067,3.058,1.146,0.987,1.404,0.347,1.202,1.202,0.993,0.984,0.945,-0.087,-1.420,1.303,0.744,0.066,0.151,1.920,5.203,0.827,2.811,0.165,0.941,0.429,1.125,1.306,1.389,0.439
2010-06-03 12:00:00,1.024,0.930,0.283,0.038,-0.020,0.104,0.496,-0.311,0.284,0.958,207.839,0.389,0.292,0.500,2.445,-3.405,0.366,0.342,0.416,0.456,1.137,0.591,0.838,-1.870,-0.876,2.991,0.843,-0.595,-1.434,74.441,1.000,2.974,3.228,2.989,2.989,0.851,2.989,1.106,1.050,0.212,3.067,3.050,1.123,0.974,1.226,0.247,1.166,1.166,0.990,0.983,0.944,-0.152,-1.496,0.713,0.443,0.020,0.135,1.907,5.151,0.671,2.792,0.134,0.802,0.284,1.118,1.301,1.221,0.446
2010-06-03 12:30:00,1.023,0.929,0.279,0.018,-0.024,0.105,0.571,-0.317,0.291,0.852,207.736,0.344,0.294,0.505,2.469,-3.311,0.366,0.343,0.329,0.283,1.124,0.596,0.740,-4.855,0.009,2.983,0.625,-0.575,-5.127,74.521,1.000,2.968,3.232,2.985,2.985,0.844,2.985,1.079,1.044,0.207,3.067,3.005,1.093,0.952,0.959,0.207,1.124,1.124,0.989,0.982,0.945,-0.201,-1.700,1.367,1.107,-0.041,0.087,1.904,5.151,0.646,2.788,0.129,0.615,0.220,1.111,1.296,1.205,0.645
2010-06-03 13:00:00,1.021,0.928,0.275,-0.013,-0.027,0.107,0.673,-0.324,0.276,0.667,207.680,0.358,0.296,0.472,2.493,-3.221,0.366,0.345,0.341,0.259,1.100,0.666,0.715,0.299,1.947,2.976,-0.534,-0.556,0.293,74.293,1.000,2.965,3.239,2.984,2.972,0.843,2.984,1.039,1.033,0.201,3.067,2.999,1.052,0.934,0.915,0.254,1.075,1.075,0.988,0.981,0.944,-0.225,-1.549,1.327,0.815,-0.091,0.013,1.910,5.195,0.584,2.795,0.117,0.569,0.281,1.103,1.290,1.177,0.464
2010-06-03 13:30:00,1.020,0.927,0.269,-0.064,-0.030,0.109,1.308,-0.331,0.314,0.884,206.821,0.378,0.301,0.517,2.518,-3.133,0.365,0.346,0.386,0.357,1.073,0.509,0.675,0.752,3.349,2.961,-5.615,-0.539,1.119,74.134,1.000,2.963,3.239,2.984,2.971,0.848,2.984,1.038,1.035,0.194,3.051,2.976,1.012,0.912,0.807,0.164,0.976,0.976,0.989,0.980,0.943,-0.256,-1.778,0.977,0.702,-0.215,-0.054,1.906,5.169,0.687,2.790,0.137,0.479,0.139,1.098,1.286,0.796,0.527
2010-06-03 14:00:00,1.019,0.926,0.261,-0.141,-0.035,0.109,1.503,-0.338,0.314,0.858,206.213,0.420,0.308,0.527,2.542,-3.050,0.364,0.347,0.410,0.380,1.039,0.498,0.679,1.093,2.155,2.980,10.088,-0.523,1.083,73.548,1.000,2.970,3.233,2.984,2.970,0.842,2.984,1.006,1.031,0.184,3.046,2.980,0.968,0.877,0.744,0.147,0.836,0.836,0.990,0.980,0.943,-0.332,-2.089,1.152,1.078,-0.547,-0.155,1.915,5.197,0.654,2.804,0.131,0.408,0.102,1.100,1.285,1.075,0.437
2010-06-03 14:30:00,1.019,0.925,0.242,-0.683,-0.047,0.101,1.621,-0.349,0.429,1.133,203.681,0.420,0.345,0.620,2.568,-2.970,0.367,0.357,0.412,0.493,0.996,0.218,0.337,0.993,1.889,2.995,3.157,-0.513,0.873,72.297,1.000,2.959,3.222,2.984,2.967,0.840,2.984,0.996,1.034,0.164,3.003,2.995,0.924,0.834,0.126,-0.062,0.538,0.538,0.992,0.979,0.942,-0.725,-3.695,1.253,1.661,3.298,-0.666,1.925,5.226,0.903,2.817,0.181,-0.062,-0.236,1.123,1.295,1.249,0.568
2010-06-03 15:00:00,1.017,0.925,0.226,-159.500,-0.060,0.093,1.536,-0.372,0.433,1.191,203.429,0.430,0.375,0.515,2.594,-2.895,0.370,0.370,0.392,0.407,1.007,0.225,0.444,0.918,1.204,3.063,1.350,-0.506,0.578,70.678,1.000,2.960,3.196,2.984,2.965,0.830,2.984,0.961,1.021,0.145,3.063,3.063,0.921,0.851,-0.122,-0.068,0.397,0.397,0.995,0.978,0.942,-0.981,-9.131,-13.278,-3.415,0.871,14.784,1.967,5.310,0.846,2.878,0.169,-0.251,-0.283,1.144,1.303,-4.286,0.526
2010-06-03 15:30:00,1.017,0.924,0.212,0.997,-0.078,0.080,0.923,-0.407,0.486,1.151,203.242,0.419,0.389,0.422,2.620,-2.822,0.372,0.382,0.343,0.399,1.070,0.208,0.165,-0.304,1.115,3.102,1.161,-0.503,-0.112,69.665,1.000,2.993,3.149,2.984,2.963,0.824,2.984,0.943,1.012,0.126,3.102,3.102,0.958,0.942,0.857,-0.143,0.341,0.341,1.001,0.980,0.942,-1.101,-17.396,4.384,13.111,0.478,0.933,1.994,5.405,0.871,2.917,0.174,-1.279,-0.417,1.153,1.305,2.708,0.377
2010-06-04 09:30:00,1.016,0.924,0.198,0.727,-0.091,0.071,1.067,-0.435,0.503,1.219,201.299,0.426,0.403,0.429,2.633,-2.788,0.375,0.389,0.555,0.582,1.070,0.438,4.019,0.597,1.073,3.078,1.663,-0.503,0.734,69.646,1.000,3.035,3.117,2.984,2.963,0.823,2.984,0.945,1.016,0.110,3.078,3.078,0.958,0.955,2.002,-0.132,0.312,0.312,1.003,0.981,0.942,-1.773,-31.179,1.630,-2.695,0.422,0.741,1.976,5.351,2.333,2.890,0.467,-5.012,-0.419,1.161,1.308,2.781,0.436
2010-06-04 10:00:00,1.016,0.923,0.163,0.701,-0.116,0.050,1.870,-0.503,0.535,1.308,201.046,0.385,0.429,0.433,2.661,-2.727,0.381,0.407,0.523,0.507,1.068,0.292,3.569,-1.610,0.985,3.074,1.753,-0.503,-3.540,69.904,1.000,3.085,3.096,2.972,2.963,0.819,2.984,0.930,1.015,0.070,3.074,3.074,0.958,0.955,1.641,-0.184,0.268,0.268,1.007,0.982,0.942,-1.742,-137.286,0.700,1.919,0.469,0.612,1.966,5.342,1.949,2.876,0.390,-3.510,-0.477,1.177,1.314,1.993,0.496
2010-06-04 10:30:00,1.015,0.923,0.125,0.675,-0.144,0.030,1.350,-0.589,0.573,1.201,201.102,0.376,0.439,0.445,2.689,-2.668,0.384,0.417,0.462,0.462,1.070,0.383,2.634,1.632,1.073,3.080,1.554,-0.504,2.115,69.507,1.000,3.057,3.080,2.971,2.964,0.817,2.984,0.905,1.011,0.025,3.080,3.080,0.953,0.968,1.133,-0.208,0.251,0.251,1.011,0.984,0.941,-1.832,-65.533,1.122,6.444,0.521,0.535,1.978,5.342,1.707,2.893,0.341,-22.000,-0.536,1.190,1.318,3.750,0.435
2010-06-04 11:00:00,1.015,0.922,0.078,0.601,-0.175,0.008,1.075,-0.685,0.580,1.131,200.598,0.400,0.447,0.444,2.718,-2.613,0.387,0.424,0.485,0.500,1.074,0.284,1.962,2.283,0.936,3.082,1.476,-0.506,3.210,69.447,1.000,3.063,3.082,2.970,2.978,0.817,2.984,0.910,1.011,-0.031,3.082,3.082,0.955,0.985,1.322,-0.227,0.241,0.241,1.014,0.987,0.942,-1.851,63.806,1.615,31.571,0.487,0.474,1.974,5.333,1.639,2.889,0.328,18.958,-0.556,1.201,1.322,3.901,0.353
2010-06-04 11:30:00,1.014,0.922,0.012,0.591,-0.208,-0.013,1.353,-0.802,0.614,1.076,200.981,0.403,0.450,0.448,2.746,-2.562,0.390,0.430,0.443,0.464,1.080,0.277,2.288,1.036,1.022,3.081,1.464,-0.510,1.364,69.566,1.000,3.060,3.081,2.967,3.035,0.814,2.984,0.894,1.011,-0.102,3.081,3.081,0.954,1.000,1.605,-0.212,0.233,0.233,1.018,0.989,0.942,-1.653,-53.973,1.833,1.826,0.491,0.429,1.975,5.342,1.622,2.889,0.324,26.600,-0.541,1.212,1.326,3.609,0.491
2010-06-04 12:00:00,1.014,0.922,-0.075,0.565,-0.242,-0.033,1.559,-0.949,0.682,1.407,200.757,0.411,0.448,0.464,2.776,-2.518,0.393,0.431,0.425,0.437,1.085,0.404,1.963,0.967,1.018,3.078,1.451,-0.514,1.279,69.695,1.000,3.060,3.081,2.965,3.085,0.812,2.984,0.880,1.010,-0.195,3.081,3.081,0.956,1.027,1.661,-0.101,0.231,0.231,1.015,0.992,0.943,-1.693,-81.962,0.805,0.895,0.501,0.447,1.969,5.333,1.657,2.881,0.331,16.457,-0.385,1.222,1.328,2.268,0.477
2010-06-04 12:30:00,1.012,0.921,-0.193,0.529,-0.277,-0.051,1.491,-1.126,0.720,1.220,200.505,0.376,0.448,0.467,2.806,-2.474,0.394,0.431,0.376,0.412,1.084,0.306,1.840,1.075,1.168,3.075,1.399,-0.518,1.081,69.367,1.000,3.065,3.077,2.963,3.057,0.807,2.984,0.873,1.010,-0.330,3.077,3.077,0.956,1.051,1.452,-0.182,0.231,0.231,1.011,0.994,0.943,-1.800,24.110,1.636,2.088,0.517,0.490,1.976,5.373,1.641,2.890,0.328,6.049,-0.502,1.230,1.331,2.045,0.535
2010-06-04 13:00:00,1.012,0.921,-0.384,0.527,-0.315,-0.073,1.283,-1.371,0.782,1.119,200.467,0.392,0.451,0.461,2.836,-2.433,0.397,0.432,0.393,0.442,1.083,0.351,1.787,1.252,1.175,3.071,1.349,-0.524,1.576,69.427,1.000,3.062,3.072,2.970,3.063,0.806,2.984,0.868,1.010,-0.541,3.072,3.072,0.955,1.082,1.439,-0.109,0.229,0.229,1.009,0.998,0.943,-1.733,24.022,1.517,1.199,0.568,0.490,1.974,5.324,1.648,2.887,0.330,5.192,-0.402,1.241,1.335,1.751,0.449
2010-06-04 13:30:00,1.011,0.921,-0.710,0.502,-0.355,-0.091,1.963,-1.680,0.794,1.417,201.149,0.384,0.450,0.504,2.866,-2.395,0.397,0.430,0.372,0.376,1.079,0.393,1.896,1.109,1.187,3.070,1.384,-0.529,1.249,69.785,1.000,3.072,3.072,2.959,3.071,0.807,2.984,0.872,1.012,-0.867,3.072,3.072,0.957,1.101,1.497,-0.018,0.232,0.232,1.006,1.001,0.944,-1.594,-384.000,1.079,0.813,0.516,0.500,1.970,5.342,1.754,2.882,0.351,8.194,-0.258,1.250,1.338,0.517,0.389
2010-06-04 14:00:00,1.011,0.920,-1.419,0.471,-0.397,-0.106,0.918,-2.097,0.810,1.118,201.887,0.409,0.449,0.490,2.897,-2.361,0.397,0.427,0.372,0.389,1.080,0.517,1.734,1.496,1.229,3.073,1.341,-0.532,1.298,70.192,1.000,3.052,3.072,2.960,3.052,0.803,2.984,0.867,1.005,-1.424,3.072,3.071,0.961,1.116,1.386,0.055,0.233,0.233,1.003,1.003,0.944,-1.537,-48.545,1.295,1.249,0.434,0.586,1.966,5.312,1.548,2.876,0.310,21.818,-0.153,1.256,1.340,1.382,0.526
2010-06-04 14:30:00,1.010,0.920,-3.214,0.412,-0.422,-0.106,0.446,-2.463,0.725,1.029,202.140,0.409,0.450,0.353,2.932,-2.329,0.396,0.424,0.368,0.532,1.084,0.420,1.641,1.268,1.608,3.054,1.394,-0.536,1.275,70.450,1.000,3.034,3.072,2.993,3.034,0.798,2.984,0.840,0.998,-2.038,3.072,3.071,0.971,1.132,1.386,0.030,0.239,0.239,0.999,1.005,0.944,-1.378,-13.993,1.481,2.103,0.246,1.615,1.962,5.321,1.395,2.869,0.279,29.625,-0.178,1.255,1.338,2.193,0.375
2010-06-04 15:00:00,1.010,0.919,-27.250,0.359,-0.434,-0.103,0.645,-2.528,0.801,0.868,202.009,0.432,0.455,0.402,2.964,-2.298,0.396,0.423,0.376,0.639,1.040,0.505,1.380,4.000,1.542,3.054,1.238,-0.539,1.396,70.221,1.000,3.037,3.072,3.049,3.037,0.794,2.984,0.831,0.995,-2.637,3.072,3.071,0.971,1.133,1.237,0.051,0.239,0.239,0.998,1.006,0.944,-1.319,-7.792,-2.590,-2.000,0.347,-0.069,1.967,5.321,1.347,2.877,0.269,6.407,-0.185,1.259,1.340,0.910,0.548
2010-06-04 15:30:00,1.008,0.918,10.952,3.952,-0.434,-0.098,1.067,-2.429,0.899,0.883,202.850,0.419,0.459,0.672,2.997,-2.268,0.396,0.423,0.333,0.403,0.740,0.576,1.420,-5.654,1.255,3.054,1.047,-0.542,5.058,70.559,1.000,3.043,3.072,3.043,3.043,0.793,2.984,0.826,0.997,-2.644,3.072,3.070,0.908,1.064,1.197,0.095,0.211,0.211,0.998,1.005,0.944,-1.011,-10.945,1.298,2.063,0.453,0.372,1.966,5.339,1.404,2.875,0.281,10.087,-0.099,1.267,1.344,-2.960,0.930
2010-06-07 09:30:00,1.008,0.918,7.574,-0.440,-0.427,-0.096,1.228,-2.386,0.899,0.944,202.980,0.437,0.460,0.606,3.013,-2.255,0.396,0.423,0.563,0.639,0.736,0.855,1.425,-0.563,1.040,3.073,0.894,-0.544,-0.506,69.804,1.000,3.050,3.072,3.045,3.045,0.794,2.984,0.809,0.999,-2.613,3.072,3.064,0.908,1.064,0.993,0.172,0.262,0.262,0.997,1.005,0.944,-1.117,-13.594,1.420,37.500,0.617,0.492,1.988,5.396,2.435,2.908,0.487,4.419,-0.115,1.270,1.345,1.663,0.410
2010-06-07 10:00:00,1.006,0.917,4.415,1.218,-0.414,-0.089,1.230,-2.421,0.877,0.903,202.411,0.392,0.461,0.447,3.047,-2.227,0.397,0.423,0.527,0.514,0.732,0.730,1.449,-0.256,1.173,3.092,0.866,-0.546,-0.170,69.705,1.000,3.053,3.072,3.045,3.045,0.794,2.984,0.784,0.996,-2.837,3.072,3.079,0.918,1.072,0.932,0.080,0.447,0.447,0.998,1.006,0.944,-1.055,-179.692,1.227,7.958,2.514,0.639,1.986,5.378,1.571,2.904,0.314,5.098,-0.227,1.277,1.348,-0.347,0.503
2010-06-07 10:30:00,1.006,0.917,3.591,13.375,-0.398,-0.081,0.930,-2.456,0.930,0.939,202.214,0.383,0.461,0.482,3.082,-2.202,0.398,0.424,0.470,0.464,0.705,0.888,1.519,8.320,1.066,3.094,0.862,-0.548,-34.455,69.834,1.000,3.086,3.072,3.045,3.045,0.794,2.984,0.775,0.997,-2.869,3.072,3.080,0.919,1.072,0.927,0.102,0.570,0.570,0.999,1.007,0.945,-1.016,296.375,1.039,2.416,-2.976,0.764,1.980,5.369,1.674,2.896,0.335,4.872,-0.160,1.283,1.352,4.200,0.490
2010-06-07 11:00:00,1.005,0.916,3.224,1.642,-0.380,-0.073,1.582,-2.536,0.953,1.054,202.532,0.411,0.462,0.475,3.118,-2.178,0.399,0.425,0.498,0.520,0.671,0.869,1.383,2.691,1.119,3.088,0.760,-0.551,0.401,69.546,1.000,3.081,3.072,3.045,3.045,0.794,2.984,0.770,0.997,-2.868,3.071,3.089,0.929,1.072,0.845,0.148,0.727,0.727,1.001,1.007,0.945,-1.154,26.350,1.483,3.620,-1.687,1.232,1.991,5.378,1.714,2.912,0.343,3.755,-0.130,1.289,1.354,4.181,0.513
2010-06-07 11:30:00,1.005,0.916,2.900,2.383,-0.366,-0.062,1.153,-2.518,0.944,1.137,202.663,0.410,0.465,0.479,3.155,-2.156,0.400,0.426,0.455,0.501,0.635,0.750,1.601,-1.174,0.981,3.088,0.750,-0.553,-1.854,69.804,1.000,3.088,3.072,3.045,3.050,0.794,2.984,0.767,0.997,-2.888,3.071,3.089,0.936,1.080,0.838,0.075,0.925,0.925,1.002,1.008,0.945,-1.108,220.222,1.187,1.506,-1.293,4.589,1.985,5.387,1.639,2.903,0.328,3.556,-0.194,1.296,1.358,3.901,0.433
2010-06-07 12:00:00,1.004,0.915,2.428,3.974,-0.353,-0.057,1.103,-2.564,0.931,1.261,202.756,0.417,0.469,0.476,3.189,-2.135,0.400,0.427,0.434,0.479,0.600,0.816,1.413,-10.446,0.960,3.096,0.628,-0.556,-6.000,69.586,1.000,3.088,3.072,3.045,3.053,0.794,2.984,0.769,0.997,-2.994,3.071,3.092,0.934,1.080,0.842,0.095,1.106,1.106,1.004,1.008,0.946,-1.135,19.963,1.367,1.735,-1.376,-2.375,1.992,5.387,1.664,2.914,0.333,2.760,-0.195,1.303,1.361,-2.927,0.436
2010-06-07 12:30:00,1.004,0.915,2.095,6.207,-0.337,-0.048,1.254,-2.642,0.922,1.071,203.177,0.393,0.475,0.474,3.227,-2.114,0.401,0.429,0.395,0.463,0.555,0.989,1.363,-0.037,0.905,3.096,0.566,-0.559,-0.581,69.606,1.000,3.097,3.072,3.050,3.091,0.794,2.984,0.770,0.995,-3.033,3.070,3.093,0.941,1.088,0.786,0.126,1.340,1.340,1.006,1.009,0.947,-0.989,10.245,1.547,1.771,-1.067,-0.833,1.996,5.396,1.631,2.919,0.326,2.523,-0.159,1.311,1.365,2.011,0.526
