datetime,F0,F1,F3,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F29,F30,F31,F32,F33,F34,F35,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,F61,F62,F63,F64,F65,F66,F67,F68,F69,F70,F71,Y,S1,S2
2010-06-03 11:30:00,1.920,5.203,0.827,2.811,0.165,0.098,0.941,0.429,-0.087,-1.420,-0.617,0.217,0.066,0.151,7.140,2.769,1.404,0.347,-3.505,2.422,0.503,0.293,0.341,0.367,1.121,1.146,0.987,1.125,1.306,1.202,1.202,0.993,0.984,0.945,0.930,1.024,0.066,0.282,0.101,-0.020,-0.306,0.836,1.013,0.301,1.178,1.065,0.856,3.003,3.003,3.003,2.990,3.215,3.067,3.058,3.000,-0.861,1.902,0.968,0.730,0.439,0.441,0.373,0.361,1.389,1.303,0.744,0.000,208.250,74.084
2010-06-03 12:00:00,1.907,5.151,0.671,2.792,0.134,-0.010,0.802,0.284,-0.152,-1.496,-0.595,0.212,0.020,0.135,0.843,-1.434,1.226,0.247,-3.405,2.445,0.500,0.292,0.342,0.366,1.137,1.123,0.974,1.118,1.301,1.166,1.166,0.990,0.983,0.944,0.930,1.024,0.038,0.283,0.104,-0.020,-0.311,0.496,0.958,0.284,1.106,1.050,0.851,2.989,2.989,2.989,2.974,3.228,3.067,3.050,2.991,-0.876,-1.870,0.838,0.591,0.446,0.456,0.416,0.389,1.221,0.713,0.443,0.000,207.839,74.441
2010-06-03 12:30:00,1.904,5.151,0.646,2.788,0.129,-0.123,0.615,0.220,-0.201,-1.700,-0.575,0.207,-0.041,0.087,0.625,-5.127,0.959,0.207,-3.311,2.469,0.505,0.294,0.343,0.366,1.124,1.093,0.952,1.111,1.296,1.124,1.124,0.989,0.982,0.945,0.929,1.023,0.018,0.279,0.105,-0.024,-0.317,0.571,0.852,0.291,1.079,1.044,0.844,2.985,2.985,2.985,2.968,3.232,3.067,3.005,2.983,0.009,-4.855,0.740,0.596,0.645,0.283,0.329,0.344,1.205,1.367,1.107,0.000,207.736,74.521
2010-06-03 13:00:00,1.910,5.195,0.584,2.795,0.117,-0.031,0.569,0.281,-0.225,-1.549,-0.556,0.201,-0.091,0.013,-0.534,0.293,0.915,0.254,-3.221,2.493,0.472,0.296,0.345,0.366,1.100,1.052,0.934,1.103,1.290,1.075,1.075,0.988,0.981,0.944,0.928,1.021,-0.013,0.275,0.107,-0.027,-0.324,0.673,0.667,0.276,1.039,1.033,0.843,2.984,2.984,2.972,2.965,3.239,3.067,2.999,2.976,1.947,0.299,0.715,0.666,0.464,0.259,0.341,0.358,1.177,1.327,0.815,0.000,207.680,74.293
2010-06-03 13:30:00,1.906,5.169,0.687,2.790,0.137,-0.572,0.479,0.139,-0.256,-1.778,-0.539,0.194,-0.215,-0.054,-5.615,1.119,0.807,0.164,-3.133,2.518,0.517,0.301,0.346,0.365,1.073,1.012,0.912,1.098,1.286,0.976,0.976,0.989,0.980,0.943,0.927,1.020,-0.064,0.269,0.109,-0.030,-0.331,1.308,0.884,0.314,1.038,1.035,0.848,2.984,2.984,2.971,2.963,3.239,3.051,2.976,2.961,3.349,0.752,0.675,0.509,0.527,0.357,0.386,0.378,0.796,0.977,0.702,0.000,206.821,74.134
2010-06-03 14:00:00,1.915,5.197,0.654,2.804,0.131,-1.190,0.408,0.102,-0.332,-2.089,-0.523,0.184,-0.547,-0.155,10.088,1.083,0.744,0.147,-3.050,2.542,0.527,0.308,0.347,0.364,1.039,0.968,0.877,1.100,1.285,0.836,0.836,0.990,0.980,0.943,0.926,1.019,-0.141,0.261,0.109,-0.035,-0.338,1.503,0.858,0.314,1.006,1.031,0.842,2.984,2.984,2.970,2.970,3.233,3.046,2.980,2.980,2.155,1.093,0.679,0.498,0.437,0.380,0.410,0.420,1.075,1.152,1.078,0.000,206.213,73.548
2010-06-03 14:30:00,1.925,5.226,0.903,2.817,0.181,-20.333,-0.062,-0.236,-0.725,-3.695,-0.513,0.164,3.298,-0.666,3.157,0.873,0.126,-0.062,-2.970,2.568,0.620,0.345,0.357,0.367,0.996,0.924,0.834,1.123,1.295,0.538,0.538,0.992,0.979,0.942,0.925,1.019,-0.683,0.242,0.101,-0.047,-0.349,1.621,1.133,0.429,0.996,1.034,0.840,2.984,2.984,2.967,2.959,3.222,3.003,2.995,2.995,1.889,0.993,0.337,0.218,0.568,0.493,0.412,0.420,1.249,1.253,1.661,0.000,203.681,72.297
2010-06-03 15:00:00,1.967,5.310,0.846,2.878,0.169,2.848,-0.251,-0.283,-0.981,-9.131,-0.506,0.145,0.871,14.784,1.350,0.578,-0.122,-0.068,-2.895,2.594,0.515,0.375,0.370,0.370,1.007,0.921,0.851,1.144,1.303,0.397,0.397,0.995,0.978,0.942,0.925,1.017,-159.500,0.226,0.093,-0.060,-0.372,1.536,1.191,0.433,0.961,1.021,0.830,2.984,2.984,2.965,2.960,3.196,3.063,3.063,3.063,1.204,0.918,0.444,0.225,0.526,0.407,0.392,0.430,-4.286,-13.278,-3.415,0.000,203.429,70.678
2010-06-03 15:30:00,1.994,5.405,0.871,2.917,0.174,1.604,-1.279,-0.417,-1.101,-17.396,-0.503,0.126,0.478,0.933,1.161,-0.112,0.857,-0.143,-2.822,2.620,0.422,0.389,0.382,0.372,1.070,0.958,0.942,1.153,1.305,0.341,0.341,1.001,0.980,0.942,0.924,1.017,0.997,0.212,0.080,-0.078,-0.407,0.923,1.151,0.486,0.943,1.012,0.824,2.984,2.984,2.963,2.993,3.149,3.102,3.102,3.102,1.115,-0.304,0.165,0.208,0.377,0.399,0.343,0.419,2.708,4.384,13.111,0.000,203.242,69.665
2010-06-04 09:30:00,1.976,5.351,2.333,2.890,0.467,2.162,-5.012,-0.419,-1.773,-31.179,-0.503,0.110,0.422,0.741,1.663,0.734,2.002,-0.132,-2.788,2.633,0.429,0.403,0.389,0.375,1.070,0.958,0.955,1.161,1.308,0.312,0.312,1.003,0.981,0.942,0.924,1.016,0.727,0.198,0.071,-0.091,-0.435,1.067,1.219,0.503,0.945,1.016,0.823,2.984,2.984,2.963,3.035,3.117,3.078,3.078,3.078,1.073,0.597,4.019,0.438,0.436,0.582,0.555,0.426,2.781,1.630,-2.695,0.000,201.299,69.646
2010-06-04 10:00:00,1.966,5.342,1.949,2.876,0.390,2.166,-3.510,-0.477,-1.742,-137.286,-0.503,0.070,0.469,0.612,1.753,-3.540,1.641,-0.184,-2.727,2.661,0.433,0.429,0.407,0.381,1.068,0.958,0.955,1.177,1.314,0.268,0.268,1.007,0.982,0.942,0.923,1.016,0.701,0.163,0.050,-0.116,-0.503,1.870,1.308,0.535,0.930,1.015,0.819,2.984,2.972,2.963,3.085,3.096,3.074,3.074,3.074,0.985,-1.610,3.569,0.292,0.496,0.507,0.523,0.385,1.993,0.700,1.919,0.000,201.046,69.904
2010-06-04 10:30:00,1.978,5.342,1.707,2.893,0.341,1.785,-22.000,-0.536,-1.832,-65.533,-0.504,0.025,0.521,0.535,1.554,2.115,1.133,-0.208,-2.668,2.689,0.445,0.439,0.417,0.384,1.070,0.953,0.968,1.190,1.318,0.251,0.251,1.011,0.984,0.941,0.923,1.015,0.675,0.125,0.030,-0.144,-0.589,1.350,1.201,0.573,0.905,1.011,0.817,2.984,2.971,2.964,3.057,3.080,3.080,3.080,3.080,1.073,1.632,2.634,0.383,0.435,0.462,0.462,0.376,3.750,1.122,6.444,0.000,201.102,69.507
2010-06-04 11:00:00,1.974,5.333,1.639,2.889,0.328,1.857,18.958,-0.556,-1.851,63.806,-0.506,-0.031,0.487,0.474,1.476,3.210,1.322,-0.227,-2.613,2.718,0.444,0.447,0.424,0.387,1.074,0.955,0.985,1.201,1.322,0.241,0.241,1.014,0.987,0.942,0.922,1.015,0.601,0.078,0.008,-0.175,-0.685,1.075,1.131,0.580,0.910,1.011,0.817,2.984,2.970,2.978,3.063,3.082,3.082,3.082,3.082,0.936,2.283,1.962,0.284,0.353,0.500,0.485,0.400,3.901,1.615,31.571,0.000,200.598,69.447
2010-06-04 11:30:00,1.975,5.342,1.622,2.889,0.324,1.710,26.600,-0.541,-1.653,-53.973,-0.510,-0.102,0.491,0.429,1.464,1.364,1.605,-0.212,-2.562,2.746,0.448,0.450,0.430,0.390,1.080,0.954,1.000,1.212,1.326,0.233,0.233,1.018,0.989,0.942,0.922,1.014,0.591,0.012,-0.013,-0.208,-0.802,1.353,1.076,0.614,0.894,1.011,0.814,2.984,2.967,3.035,3.060,3.081,3.081,3.081,3.081,1.022,1.036,2.288,0.277,0.491,0.464,0.443,0.403,3.609,1.833,1.826,0.000,200.981,69.566
2010-06-04 12:00:00,1.969,5.333,1.657,2.881,0.331,1.586,16.457,-0.385,-1.693,-81.962,-0.514,-0.195,0.501,0.447,1.451,1.279,1.661,-0.101,-2.518,2.776,0.464,0.448,0.431,0.393,1.085,0.956,1.027,1.222,1.328,0.231,0.231,1.015,0.992,0.943,0.922,1.014,0.565,-0.075,-0.033,-0.242,-0.949,1.559,1.407,0.682,0.880,1.010,0.812,2.984,2.965,3.085,3.060,3.081,3.081,3.081,3.078,1.018,0.967,1.963,0.404,0.477,0.437,0.425,0.411,2.268,0.805,0.895,0.000,200.757,69.695
2010-06-04 12:30:00,1.976,5.373,1.641,2.890,0.328,1.491,6.049,-0.502,-1.800,24.110,-0.518,-0.330,0.517,0.490,1.399,1.081,1.452,-0.182,-2.474,2.806,0.467,0.448,0.431,0.394,1.084,0.956,1.051,1.230,1.331,0.231,0.231,1.011,0.994,0.943,0.921,1.012,0.529,-0.193,-0.051,-0.277,-1.126,1.491,1.220,0.720,0.873,1.010,0.807,2.984,2.963,3.057,3.065,3.077,3.077,3.077,3.075,1.168,1.075,1.840,0.306,0.535,0.412,0.376,0.376,2.045,1.636,2.088,0.000,200.505,69.367
2010-06-04 13:00:00,1.974,5.324,1.648,2.887,0.330,1.576,5.192,-0.402,-1.733,24.022,-0.524,-0.541,0.568,0.490,1.349,1.576,1.439,-0.109,-2.433,2.836,0.461,0.451,0.432,0.397,1.083,0.955,1.082,1.241,1.335,0.229,0.229,1.009,0.998,0.943,0.921,1.012,0.527,-0.384,-0.073,-0.315,-1.371,1.283,1.119,0.782,0.868,1.010,0.806,2.984,2.970,3.063,3.062,3.072,3.072,3.072,3.071,1.175,1.252,1.787,0.351,0.449,0.442,0.393,0.392,1.751,1.517,1.199,0.000,200.467,69.427
2010-06-04 13:30:00,1.970,5.342,1.754,2.882,0.351,1.386,8.194,-0.258,-1.594,-384.000,-0.529,-0.867,0.516,0.500,1.384,1.249,1.497,-0.018,-2.395,2.866,0.504,0.450,0.430,0.397,1.079,0.957,1.101,1.250,1.338,0.232,0.232,1.006,1.001,0.944,0.921,1.011,0.502,-0.710,-0.091,-0.355,-1.680,1.963,1.417,0.794,0.872,1.012,0.807,2.984,2.959,3.071,3.072,3.072,3.072,3.072,3.070,1.187,1.109,1.896,0.393,0.389,0.376,0.372,0.384,0.517,1.079,0.813,0.000,201.149,69.785
2010-06-04 14:00:00,1.966,5.312,1.548,2.876,0.310,1.370,21.818,-0.153,-1.537,-48.545,-0.532,-1.424,0.434,0.586,1.341,1.298,1.386,0.055,-2.361,2.897,0.490,0.449,0.427,0.397,1.080,0.961,1.116,1.256,1.340,0.233,0.233,1.003,1.003,0.944,0.920,1.011,0.471,-1.419,-0.106,-0.397,-2.097,0.918,1.118,0.810,0.867,1.005,0.803,2.984,2.960,3.052,3.052,3.072,3.072,3.071,3.073,1.229,1.496,1.734,0.517,0.526,0.389,0.372,0.409,1.382,1.295,1.249,0.000,201.887,70.192
2010-06-04 14:30:00,1.962,5.321,1.395,2.869,0.279,0.887,29.625,-0.178,-1.378,-13.993,-0.536,-2.038,0.246,1.615,1.394,1.275,1.386,0.030,-2.329,2.932,0.353,0.450,0.424,0.396,1.084,0.971,1.132,1.255,1.338,0.239,0.239,0.999,1.005,0.944,0.920,1.010,0.412,-3.214,-0.106,-0.422,-2.463,0.446,1.029,0.725,0.840,0.998,0.798,2.984,2.993,3.034,3.034,3.072,3.072,3.071,3.054,1.608,1.268,1.641,0.420,0.375,0.532,0.368,0.409,2.193,1.481,2.103,0.000,202.140,70.450
2010-06-04 15:00:00,1.967,5.321,1.347,2.877,0.269,3.304,6.407,-0.185,-1.319,-7.792,-0.539,-2.637,0.347,-0.069,1.238,1.396,1.237,0.051,-2.298,2.964,0.402,0.455,0.423,0.396,1.040,0.971,1.133,1.259,1.340,0.239,0.239,0.998,1.006,0.944,0.919,1.010,0.359,-27.250,-0.103,-0.434,-2.528,0.645,0.868,0.801,0.831,0.995,0.794,2.984,3.049,3.037,3.037,3.072,3.072,3.071,3.054,1.542,4.000,1.380,0.505,0.548,0.639,0.376,0.432,0.910,-2.590,-2.000,0.000,202.009,70.221
2010-06-04 15:30:00,1.966,5.339,1.404,2.875,0.281,-0.467,10.087,-0.099,-1.011,-10.945,-0.542,-2.644,0.453,0.372,1.047,5.058,1.197,0.095,-2.268,2.997,0.672,0.459,0.423,0.396,0.740,0.908,1.064,1.267,1.344,0.211,0.211,0.998,1.005,0.944,0.918,1.008,3.952,10.952,-0.098,-0.434,-2.429,1.067,0.883,0.899,0.826,0.997,0.793,2.984,3.043,3.043,3.043,3.072,3.072,3.070,3.054,1.255,-5.654,1.420,0.576,0.930,0.403,0.333,0.419,-2.960,1.298,2.063,0.000,202.850,70.559
2010-06-07 09:30:00,1.988,5.396,2.435,2.908,0.487,11.250,4.419,-0.115,-1.117,-13.594,-0.544,-2.613,0.617,0.492,0.894,-0.506,0.993,0.172,-2.255,3.013,0.606,0.460,0.423,0.396,0.736,0.908,1.064,1.270,1.345,0.262,0.262,0.997,1.005,0.944,0.918,1.008,-0.440,7.574,-0.096,-0.427,-2.386,1.228,0.944,0.899,0.809,0.999,0.794,2.984,3.045,3.045,3.050,3.072,3.072,3.064,3.073,1.040,-0.563,1.425,0.855,0.410,0.639,0.563,0.437,1.663,1.420,37.500,0.000,202.980,69.804
2010-06-07 10:00:00,1.986,5.378,1.571,2.904,0.314,-7.300,5.098,-0.227,-1.055,-179.692,-0.546,-2.837,2.514,0.639,0.866,-0.170,0.932,0.080,-2.227,3.047,0.447,0.461,0.423,0.397,0.732,0.918,1.072,1.277,1.348,0.447,0.447,0.998,1.006,0.944,0.917,1.006,1.218,4.415,-0.089,-0.414,-2.421,1.230,0.903,0.877,0.784,0.996,0.794,2.984,3.045,3.045,3.053,3.072,3.072,3.079,3.092,1.173,-0.256,1.449,0.730,0.503,0.514,0.527,0.392,-0.347,1.227,7.958,0.000,202.411,69.705
2010-06-07 10:30:00,1.980,5.369,1.674,2.896,0.335,3.606,4.872,-0.160,-1.016,296.375,-0.548,-2.869,-2.976,0.764,0.862,-34.455,0.927,0.102,-2.202,3.082,0.482,0.461,0.424,0.398,0.705,0.919,1.072,1.283,1.352,0.570,0.570,0.999,1.007,0.945,0.917,1.006,13.375,3.591,-0.081,-0.398,-2.456,0.930,0.939,0.930,0.775,0.997,0.794,2.984,3.045,3.045,3.086,3.072,3.072,3.080,3.094,1.066,8.320,1.519,0.888,0.490,0.464,0.470,0.383,4.200,1.039,2.416,0.000,202.214,69.834
2010-06-07 11:00:00,1.991,5.378,1.714,2.912,0.343,20.700,3.755,-0.130,-1.154,26.350,-0.551,-2.868,-1.687,1.232,0.760,0.401,0.845,0.148,-2.178,3.118,0.475,0.462,0.425,0.399,0.671,0.929,1.072,1.289,1.354,0.727,0.727,1.001,1.007,0.945,0.916,1.005,1.642,3.224,-0.073,-0.380,-2.536,1.582,1.054,0.953,0.770,0.997,0.794,2.984,3.045,3.045,3.081,3.072,3.071,3.089,3.088,1.119,2.691,1.383,0.869,0.513,0.520,0.498,0.411,4.181,1.483,3.620,0.000,202.532,69.546
2010-06-07 11:30:00,1.985,5.387,1.639,2.903,0.328,7.500,3.556,-0.194,-1.108,220.222,-0.553,-2.888,-1.293,4.589,0.750,-1.854,0.838,0.075,-2.156,3.155,0.479,0.465,0.426,0.400,0.635,0.936,1.080,1.296,1.358,0.925,0.925,1.002,1.008,0.945,0.916,1.005,2.383,2.900,-0.062,-0.366,-2.518,1.153,1.137,0.944,0.767,0.997,0.794,2.984,3.045,3.050,3.088,3.072,3.071,3.089,3.088,0.981,-1.174,1.601,0.750,0.433,0.501,0.455,0.410,3.901,1.187,1.506,0.000,202.663,69.804
2010-06-07 12:00:00,1.992,5.387,1.664,2.914,0.333,-19.455,2.760,-0.195,-1.135,19.963,-0.556,-2.994,-1.376,-2.375,0.628,-6.000,0.842,0.095,-2.135,3.189,0.476,0.469,0.427,0.400,0.600,0.934,1.080,1.303,1.361,1.106,1.106,1.004,1.008,0.946,0.915,1.004,3.974,2.428,-0.057,-0.353,-2.564,1.103,1.261,0.931,0.769,0.997,0.794,2.984,3.045,3.053,3.088,3.072,3.071,3.092,3.096,0.960,-10.446,1.413,0.816,0.436,0.479,0.434,0.417,-2.927,1.367,1.735,0.000,202.756,69.586
