datetime,F0,F1,F3,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F29,F30,F31,F32,F33,F34,F35,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,F61,F62,F63,F64,F65,F66,F67,F68,F69,F70,F71,Y,S1,S2
2010-06-02 14:30:00,1.774,1.330,0.654,2.873,0.654,-8.556,0.269,0.034,-0.033,-0.457,-0.940,0.169,-0.889,0.262,-0.907,2.310,1.369,0.148,-7.888,0.808,0.351,0.227,0.251,0.284,1.133,1.283,1.364,0.892,0.334,0.399,1.521,1.521,0.998,0.979,0.936,0.947,1.054,-0.282,0.183,0.015,-0.048,-0.149,0.278,0.302,0.722,1.254,0.879,0.651,1.170,1.195,1.195,1.198,1.307,1.206,1.202,1.202,-0.892,2.889,0.611,0.738,0.346,0.169,0.223,0.274,1.295,1.867,1.421,0.000,207.671,72.282
2010-06-02 15:00:00,1.773,1.330,0.692,2.872,0.692,0.304,0.241,0.055,-0.022,-0.472,-0.898,0.173,0.112,0.121,-0.966,18.735,1.191,0.174,-6.830,0.814,0.314,0.221,0.251,0.283,1.118,1.287,1.451,0.890,0.335,0.399,1.538,1.538,0.998,0.981,0.936,0.947,1.054,-0.776,0.189,0.021,-0.036,-0.167,0.636,0.476,0.594,1.248,0.878,0.654,1.170,1.195,1.195,1.200,1.307,1.206,1.202,1.202,-0.847,1.843,0.549,0.721,0.331,0.201,0.226,0.290,0.627,0.606,0.350,0.000,207.633,72.306
2010-06-02 15:30:00,1.769,1.326,0.698,2.865,0.698,0.408,0.262,0.158,0.009,-0.503,-0.861,0.176,2.400,-0.044,-1.382,1.617,1.289,0.315,-6.011,0.819,0.416,0.215,0.249,0.282,1.141,1.250,1.415,0.879,0.335,0.399,1.507,1.507,0.999,0.981,0.936,0.947,1.053,0.821,0.195,0.036,-0.023,-0.190,1.224,1.056,0.299,1.224,0.877,0.667,1.170,1.195,1.195,1.196,1.306,1.209,1.202,1.201,-1.078,3.136,0.622,0.816,0.394,0.234,0.205,0.314,1.246,2.056,0.940,0.000,208.082,72.622
2010-06-03 09:30:00,1.758,1.318,1.060,2.847,1.060,0.312,0.369,0.257,-0.004,-0.334,-0.839,0.176,0.347,0.125,-2.274,1.468,1.711,0.430,-5.676,0.822,0.388,0.210,0.246,0.282,1.088,1.251,1.413,0.879,0.335,0.399,1.470,1.470,1.000,0.981,0.935,0.947,1.052,0.329,0.199,0.048,-0.019,-0.195,1.315,1.153,0.328,1.207,0.875,0.669,1.175,1.189,1.189,1.189,1.288,1.209,1.202,1.201,-1.913,1.432,0.830,0.727,0.431,0.251,0.260,0.337,1.242,0.672,0.790,0.000,209.016,73.406
2010-06-03 10:00:00,1.740,1.303,0.769,2.819,0.769,0.192,0.360,0.195,-0.040,-0.403,-0.800,0.177,0.291,0.359,-2.970,0.586,1.719,0.330,-5.079,0.828,0.372,0.201,0.244,0.282,0.942,1.265,1.404,0.873,0.336,0.399,1.391,1.391,0.999,0.981,0.935,0.946,1.051,0.232,0.207,0.063,-0.016,-0.202,1.165,1.152,0.298,1.195,0.869,0.663,1.177,1.181,1.181,1.181,1.285,1.203,1.202,1.198,-2.087,0.963,0.844,0.681,0.478,0.174,0.244,0.280,1.145,0.590,0.231,0.000,208.474,73.960
2010-06-03 10:30:00,1.740,1.303,0.668,2.818,0.668,0.183,0.349,0.183,-0.023,-0.312,-0.763,0.176,0.189,0.234,-0.964,-3.568,1.627,0.308,-4.590,0.834,0.387,0.195,0.243,0.282,0.912,1.293,1.386,0.868,0.336,0.399,1.336,1.336,0.998,0.981,0.935,0.945,1.051,0.174,0.212,0.074,-0.016,-0.209,0.770,1.065,0.308,1.149,0.865,0.663,1.177,1.179,1.179,1.179,1.285,1.202,1.202,1.182,-0.132,-1.887,0.868,0.679,0.392,0.150,0.236,0.282,1.739,0.958,0.420,0.000,208.474,73.987
2010-06-03 11:00:00,1.744,1.306,0.660,2.824,0.660,0.130,0.351,0.169,-0.042,-0.359,-0.730,0.176,0.109,0.190,-0.851,0.860,1.656,0.289,-4.183,0.841,0.378,0.192,0.242,0.281,0.910,1.336,1.362,0.863,0.336,0.399,1.304,1.304,0.996,0.981,0.934,0.944,1.050,0.125,0.218,0.083,-0.017,-0.209,0.670,1.028,0.327,1.122,0.861,0.662,1.177,1.179,1.179,1.175,1.286,1.202,1.202,1.180,-0.385,1.124,0.896,0.713,0.333,0.158,0.227,0.261,4.444,10.457,1.327,0.000,208.250,73.737
2010-06-03 11:30:00,1.736,1.301,0.625,2.812,0.625,0.045,0.321,0.150,-0.033,-0.380,-0.699,0.175,0.086,0.175,-1.448,2.523,1.513,0.258,-3.832,0.847,0.373,0.192,0.243,0.280,0.888,1.368,1.343,0.852,0.337,0.398,1.271,1.271,0.994,0.981,0.933,0.943,1.048,0.094,0.222,0.088,-0.018,-0.212,0.787,1.048,0.316,1.100,0.855,0.660,1.177,1.179,1.179,1.175,1.283,1.202,1.201,1.180,-0.458,1.267,0.876,0.595,0.289,0.218,0.242,0.258,4.219,3.975,1.000,0.000,208.250,74.049
2010-06-03 12:00:00,1.736,1.299,0.650,2.811,0.650,-0.005,0.293,0.103,-0.060,-0.407,-0.671,0.173,0.026,0.155,-2.032,14.703,1.451,0.193,-3.530,0.853,0.376,0.192,0.244,0.280,0.851,1.385,1.321,0.844,0.337,0.398,1.235,1.235,0.992,0.981,0.932,0.943,1.047,0.049,0.225,0.091,-0.018,-0.217,0.931,1.003,0.340,1.059,0.849,0.658,1.177,1.179,1.179,1.174,1.287,1.202,1.198,1.178,-0.271,47.905,0.785,0.516,0.358,0.248,0.296,0.294,3.227,2.338,0.882,0.000,207.839,73.940
2010-06-03 12:30:00,1.737,1.301,0.674,2.812,0.674,-0.084,0.221,0.082,-0.078,-0.432,-0.647,0.172,-0.065,0.102,-0.264,1.558,1.104,0.167,-3.267,0.860,0.364,0.194,0.246,0.280,0.839,1.374,1.289,0.829,0.337,0.398,1.198,1.198,0.991,0.981,0.932,0.943,1.046,0.025,0.227,0.093,-0.022,-0.221,1.407,0.853,0.360,1.054,0.847,0.653,1.177,1.179,1.179,1.173,1.288,1.202,1.178,1.177,0.005,1.140,0.687,0.529,0.442,0.178,0.226,0.249,1.351,1.738,1.156,0.000,207.736,73.866
2010-06-03 13:00:00,1.743,1.307,0.672,2.823,0.672,-0.025,0.218,0.104,-0.089,-0.421,-0.625,0.170,-0.215,0.018,0.231,0.336,1.156,0.203,-3.040,0.867,0.344,0.196,0.247,0.280,0.845,1.345,1.250,0.813,0.337,0.398,1.152,1.152,0.992,0.981,0.931,0.942,1.046,-0.025,0.228,0.095,-0.025,-0.227,1.147,0.872,0.369,1.029,0.843,0.653,1.177,1.179,1.175,1.175,1.291,1.202,1.180,1.180,0.458,0.419,0.670,0.616,0.357,0.174,0.247,0.263,1.329,1.608,1.080,0.000,207.680,73.566
2010-06-03 13:30:00,1.758,1.317,0.694,2.847,0.694,-2.467,0.204,0.057,-0.110,-0.515,-0.606,0.167,-1.946,-0.098,0.993,0.825,1.195,0.148,-2.836,0.874,0.346,0.200,0.248,0.280,0.796,1.315,1.210,0.798,0.338,0.398,1.054,1.054,0.993,0.980,0.931,0.941,1.045,-0.156,0.228,0.097,-0.028,-0.232,1.083,1.025,0.386,1.014,0.836,0.650,1.177,1.179,1.174,1.176,1.291,1.196,1.189,1.189,0.978,0.647,0.640,0.473,0.304,0.265,0.296,0.279,0.879,0.933,0.604,0.000,206.821,72.657
2010-06-03 14:00:00,1.805,1.351,0.563,2.922,0.563,0.356,0.230,0.051,-0.171,-0.703,-0.589,0.165,0.511,-0.578,0.644,0.636,1.827,0.170,-2.660,0.881,0.291,0.203,0.249,0.280,0.847,1.328,1.210,0.789,0.341,0.398,0.941,0.941,0.997,0.982,0.931,0.941,1.044,-1.326,0.229,0.099,-0.032,-0.240,0.689,0.848,0.342,0.971,0.821,0.642,1.177,1.179,1.174,1.178,1.292,1.220,1.220,1.220,0.752,0.924,0.747,0.435,0.203,0.219,0.283,0.299,2.561,2.672,2.810,0.000,206.213,70.570
2010-06-03 14:30:00,1.800,1.348,0.627,2.911,0.627,0.723,-0.032,-0.112,-0.340,-1.101,-0.581,0.154,0.369,0.753,1.155,1.343,0.278,-0.068,-2.501,0.888,0.340,0.221,0.254,0.281,0.485,1.437,1.286,0.802,0.344,0.399,0.719,0.719,1.002,0.984,0.931,0.940,1.043,0.600,0.220,0.093,-0.045,-0.252,0.887,0.980,0.398,0.934,0.801,0.631,1.177,1.179,1.173,1.187,1.289,1.240,1.240,1.240,1.139,1.048,0.336,0.186,0.365,0.307,0.292,0.292,2.940,3.283,2.157,0.000,203.681,69.977
2010-06-03 15:00:00,1.825,1.367,0.627,2.951,0.627,0.522,-0.118,-0.116,-0.469,-1.479,-0.575,0.140,0.376,0.448,1.143,1.954,-0.297,-0.064,-2.367,0.895,0.325,0.236,0.260,0.283,0.468,1.586,1.376,0.851,0.347,0.400,0.605,0.605,1.007,0.986,0.930,0.939,1.042,0.509,0.211,0.087,-0.059,-0.269,1.129,0.980,0.407,0.905,0.794,0.628,1.177,1.179,1.175,1.214,1.275,1.239,1.239,1.239,1.100,2.383,0.483,0.183,0.277,0.293,0.288,0.300,0.492,0.923,0.733,0.000,203.429,68.943
2010-06-03 15:30:00,1.828,1.370,0.714,2.956,0.714,0.522,-0.395,-0.149,-0.469,-1.479,-0.572,0.124,0.367,0.378,1.165,-0.423,1.860,-0.112,-2.246,0.902,0.323,0.251,0.268,0.284,0.420,1.799,1.489,0.945,0.351,0.401,0.539,0.539,1.013,0.990,0.930,0.939,1.040,0.482,0.200,0.075,-0.077,-0.290,1.537,1.023,0.463,0.902,0.793,0.628,1.177,1.179,1.176,1.215,1.249,1.237,1.237,1.233,1.022,-1.132,-0.395,0.176,0.305,0.332,0.284,0.324,287.000,14.545,4.816,0.000,203.242,68.752
2010-06-04 09:30:00,1.826,1.369,2.380,2.953,2.380,0.615,2.631,-0.145,-0.900,-2.204,-0.574,0.110,0.370,0.367,1.635,2.783,1.417,-0.099,-2.191,0.906,0.323,0.262,0.274,0.286,0.119,1.801,1.491,0.958,0.354,0.402,0.503,0.503,1.014,0.991,0.930,0.939,1.040,0.471,0.189,0.067,-0.091,-0.307,1.920,1.081,0.483,0.908,0.792,0.627,1.177,1.179,1.178,1.231,1.233,1.233,1.233,1.233,0.960,3.788,1.833,0.385,0.357,0.408,0.373,0.364,12.192,0.929,1.408,0.000,201.299,68.167
2010-06-04 10:00:00,1.814,1.357,2.010,2.932,2.010,0.575,4.160,-0.182,-0.780,-2.060,-0.576,0.072,0.441,0.374,1.661,-2.415,1.195,-0.159,-2.092,0.913,0.336,0.285,0.287,0.290,0.036,1.810,1.495,0.955,0.360,0.405,0.451,0.451,1.019,0.994,0.931,0.938,1.039,0.499,0.160,0.047,-0.118,-0.342,2.606,1.076,0.536,0.897,0.791,0.626,1.177,1.175,1.182,1.232,1.231,1.231,1.231,1.231,0.975,-1.576,1.731,0.274,0.276,0.366,0.354,0.315,3.638,0.753,0.444,0.000,201.046,68.565
2010-06-04 10:30:00,1.827,1.366,1.684,2.953,1.684,0.523,0.972,-0.210,-0.839,-1.608,-0.581,0.027,0.494,0.383,1.402,1.312,0.905,-0.190,-2.002,0.921,0.342,0.299,0.295,0.292,0.017,1.835,1.496,0.965,0.365,0.406,0.431,0.431,1.021,0.997,0.930,0.938,1.039,0.480,0.128,0.029,-0.149,-0.387,1.523,1.052,0.568,0.871,0.788,0.624,1.177,1.174,1.198,1.221,1.233,1.233,1.233,1.233,0.978,1.121,1.527,0.378,0.371,0.354,0.334,0.307,10.547,1.374,0.813,0.000,201.102,68.101
2010-06-04 11:00:00,1.828,1.370,1.521,2.955,1.521,0.546,1.020,-0.226,-0.843,-1.939,-0.587,-0.035,0.466,0.412,1.437,3.478,1.140,-0.217,-1.923,0.928,0.339,0.311,0.302,0.295,0.007,1.873,1.502,0.978,0.369,0.408,0.417,0.417,1.020,1.001,0.931,0.937,1.038,0.450,0.085,0.008,-0.182,-0.429,0.977,1.419,0.579,0.864,0.786,0.624,1.177,1.174,1.217,1.228,1.235,1.235,1.235,1.235,0.875,3.981,1.363,0.294,0.398,0.340,0.326,0.303,-2.657,-4.940,inf,0.000,200.598,67.890
2010-06-04 11:30:00,1.821,1.363,1.396,2.944,1.396,0.526,1.139,-0.210,-0.721,-1.565,-0.595,-0.122,0.484,0.430,1.457,1.026,1.337,-0.190,-1.853,0.936,0.339,0.320,0.309,0.298,0.075,1.925,1.511,0.993,0.374,0.410,0.405,0.405,1.018,1.004,0.931,0.937,1.038,0.459,0.014,-0.013,-0.218,-0.477,1.000,1.449,0.607,0.845,0.784,0.620,1.177,1.173,1.231,1.223,1.235,1.235,1.235,1.235,0.894,0.845,1.538,0.279,0.392,0.337,0.317,0.297,-2.637,-16.417,4.884,0.000,200.981,68.276
2010-06-04 12:00:00,1.821,1.364,1.404,2.944,1.404,0.514,0.986,-0.163,-0.784,-1.785,-0.605,-0.251,0.524,0.478,1.442,1.111,1.321,-0.102,-1.790,0.943,0.347,0.325,0.312,0.300,0.061,1.996,1.531,1.019,0.378,0.411,0.401,0.401,1.013,1.008,0.932,0.936,1.037,0.449,-0.096,-0.032,-0.256,-0.534,1.243,1.667,0.622,0.838,0.783,0.619,1.177,1.175,1.232,1.223,1.235,1.235,1.235,1.233,0.885,1.299,1.288,0.452,0.388,0.363,0.328,0.321,-2.415,56.200,-45.667,0.000,200.757,68.191
2010-06-04 12:30:00,1.830,1.368,1.354,2.957,1.354,0.498,0.807,-0.199,-0.852,-4.063,-0.616,-0.476,0.540,0.539,1.354,1.564,1.243,-0.167,-1.734,0.951,0.346,0.333,0.315,0.303,0.020,2.100,1.548,1.031,0.382,0.413,0.397,0.397,1.009,1.011,0.933,0.936,1.036,0.435,-0.296,-0.050,-0.298,-0.598,1.344,1.263,0.634,0.832,0.780,0.615,1.177,1.176,1.221,1.229,1.235,1.235,1.235,1.235,1.070,1.462,1.388,0.322,0.284,0.371,0.288,0.286,4.192,2.742,1.652,0.000,200.505,67.800
2010-06-04 13:00:00,1.832,1.371,1.363,2.961,1.363,0.514,0.776,-0.166,-0.926,-3.465,-0.628,-0.956,0.581,0.563,1.267,2.187,1.250,-0.106,-1.682,0.959,0.343,0.343,0.318,0.306,0.048,2.229,1.570,1.039,0.387,0.415,0.392,0.392,1.006,1.016,0.933,0.935,1.035,0.445,-0.842,-0.073,-0.344,-0.678,1.305,1.119,0.657,0.820,0.780,0.615,1.177,1.178,1.224,1.229,1.233,1.233,1.233,1.233,1.030,2.514,1.388,0.367,0.378,0.386,0.303,0.299,3.789,2.382,1.489,0.000,200.467,67.703
2010-06-04 13:30:00,1.828,1.370,1.449,2.955,1.449,0.517,0.966,-0.105,-0.789,-2.254,-0.639,-2.349,0.513,0.608,1.262,1.415,1.312,-0.017,-1.636,0.967,0.380,0.347,0.319,0.307,0.326,2.415,1.588,1.044,0.391,0.417,0.393,0.393,1.004,1.019,0.934,0.936,1.035,0.431,-5.527,-0.091,-0.393,-0.764,2.208,1.320,0.697,0.819,0.781,0.614,1.177,1.187,1.227,1.236,1.233,1.233,1.233,1.233,1.008,1.361,1.483,0.409,0.411,0.379,0.313,0.300,0.876,1.172,0.739,0.000,201.149,68.081
2010-06-04 14:00:00,1.829,1.368,1.374,2.956,1.374,0.796,0.860,-0.063,-0.812,-2.455,-0.649,-13.600,0.253,0.731,1.159,1.519,1.068,0.052,-1.593,0.975,0.392,0.352,0.320,0.308,0.332,2.712,1.615,1.057,0.397,0.420,0.387,0.387,1.002,1.021,0.935,0.935,1.034,0.440,2.713,-0.104,-0.443,-0.839,1.347,1.152,0.792,0.808,0.779,0.613,1.177,1.214,1.228,1.232,1.233,1.233,1.233,1.237,1.031,1.096,1.232,0.525,0.574,0.470,0.317,0.319,-4.018,4.610,4.742,0.000,201.887,68.300
2010-06-04 14:30:00,1.820,1.364,1.273,2.941,1.273,0.516,0.979,-0.079,-0.689,-1.946,-0.658,63.107,0.508,0.715,1.192,1.153,1.115,0.032,-1.554,0.984,0.450,0.358,0.319,0.308,0.393,3.067,1.621,1.058,0.400,0.421,0.371,0.371,1.000,1.022,0.936,0.934,1.034,0.547,1.506,-0.102,-0.465,-0.881,0.525,0.958,0.905,0.782,0.776,0.610,1.177,1.215,1.219,1.219,1.233,1.233,1.233,1.231,1.257,0.921,1.181,0.524,0.464,0.455,0.278,0.293,-5.190,4.776,2.720,0.000,202.140,68.729
2010-06-04 15:00:00,1.779,1.333,1.055,2.875,1.055,-0.447,10.176,-0.061,-0.487,-1.301,-0.664,453.500,0.251,-0.143,1.698,0.147,2.033,0.038,-1.518,0.992,0.401,0.363,0.319,0.308,0.315,2.515,1.558,1.012,0.402,0.423,0.301,0.301,0.999,1.020,0.935,0.934,1.033,-6.100,1.208,-0.097,-0.471,-0.882,0.427,0.712,0.876,0.755,0.767,0.603,1.177,1.204,1.200,1.200,1.233,1.233,1.233,1.233,1.597,0.140,1.757,0.513,0.627,0.341,0.279,0.302,-1.476,0.660,0.519,0.000,202.009,70.270
2010-06-04 15:30:00,1.777,1.332,1.036,2.872,1.036,-0.087,-1.871,-0.031,-0.374,-1.439,-0.668,-17.224,0.187,0.289,1.571,0.452,3.180,0.066,-1.484,1.000,0.421,0.364,0.318,0.308,0.384,1.611,1.422,0.947,0.403,0.423,0.227,0.227,0.997,1.019,0.935,0.933,1.033,-0.278,1.156,-0.092,-0.464,-0.877,0.670,0.817,0.837,0.726,0.765,0.598,1.177,1.199,1.199,1.199,1.233,1.233,1.233,1.213,1.385,0.414,2.668,0.595,0.690,0.297,0.273,0.325,-3.364,1.581,1.507,0.000,202.850,70.636
2010-06-07 09:30:00,1.792,1.343,1.587,2.894,1.587,0.358,51.556,-0.034,-0.375,-1.765,-0.669,-8.898,0.188,0.321,1.325,-1.796,1.855,0.110,-1.469,1.005,0.406,0.363,0.319,0.308,0.399,1.602,1.422,0.944,0.403,0.423,0.252,0.252,0.995,1.017,0.936,0.933,1.031,-0.097,1.179,-0.089,-0.450,-0.872,0.901,0.879,0.806,0.709,0.763,0.598,1.177,1.193,1.193,1.193,1.233,1.233,1.233,1.201,1.303,-1.949,2.067,0.787,0.277,0.392,0.377,0.372,1.385,0.857,1.190,0.000,202.980,70.129
2010-06-07 10:00:00,1.802,1.351,0.991,2.910,0.991,0.573,-6.147,-0.069,-0.386,-2.682,-0.671,-6.803,0.307,0.335,1.081,-0.232,1.850,0.054,-1.437,1.014,0.294,0.361,0.319,0.309,0.437,1.522,1.421,0.944,0.403,0.422,0.382,0.382,0.993,1.017,0.936,0.932,1.030,0.185,1.206,-0.082,-0.429,-0.890,1.004,0.874,0.752,0.684,0.759,0.596,1.177,1.193,1.193,1.193,1.233,1.233,1.236,1.215,1.246,-0.336,2.466,0.644,0.446,0.352,0.360,0.324,0.564,0.697,0.540,0.000,202.411,69.560
2010-06-07 10:30:00,1.789,1.339,1.103,2.890,1.103,0.247,-4.761,-0.047,-0.365,-3.441,-0.673,-4.668,0.389,0.299,1.184,3.762,1.913,0.065,-1.408,1.022,0.312,0.358,0.319,0.310,0.369,1.440,1.405,0.941,0.402,0.422,0.436,0.436,0.991,1.017,0.936,0.932,1.029,0.347,1.328,-0.073,-0.406,-0.921,0.944,0.846,0.775,0.686,0.759,0.597,1.177,1.193,1.193,1.209,1.233,1.233,1.231,1.216,1.195,2.066,2.520,0.751,0.383,0.334,0.336,0.313,4.941,1.140,0.824,0.000,202.214,69.977
2010-06-07 11:00:00,1.805,1.351,1.149,2.915,1.149,0.510,-6.074,-0.036,-0.428,-3.428,-0.674,-3.311,0.315,0.274,1.025,0.376,1.791,0.090,-1.381,1.031,0.309,0.357,0.320,0.310,0.426,1.180,1.388,0.937,0.402,0.422,0.503,0.503,0.991,1.016,0.936,0.932,1.029,0.278,1.549,-0.064,-0.382,-0.959,1.927,0.874,0.786,0.690,0.760,0.598,1.177,1.193,1.193,1.208,1.233,1.233,1.228,1.214,1.302,2.351,2.448,0.703,0.282,0.338,0.335,0.315,5.152,5.579,3.213,0.000,202.532,69.474
2010-06-07 11:30:00,1.806,1.353,1.102,2.916,1.102,0.573,138.667,-0.058,-0.408,-2.018,-0.675,-2.741,0.534,0.274,0.954,-0.307,1.591,0.050,-1.356,1.040,0.308,0.358,0.321,0.311,0.469,0.948,1.363,0.938,0.402,0.421,0.602,0.602,0.991,1.014,0.936,0.931,1.028,0.392,1.785,-0.053,-0.365,-0.966,1.259,0.984,0.785,0.687,0.758,0.597,1.177,1.193,1.193,1.212,1.233,1.233,1.215,1.217,1.123,-0.235,2.619,0.600,0.222,0.347,0.327,0.303,4.903,3.101,2.168,0.000,202.663,69.501
