datetime,F0,F1,F3,F5,F6,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F29,F30,F31,F32,F33,F34,F35,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,F61,F62,F63,F64,F65,F66,F67,F68,F69,F70,F71,Y,S1,S2
2010-06-02 14:30:00,0.332,0.753,1.760,0.333,0.880,0.311,-8.385,-0.461,1.523,27.804,0.988,-0.184,-1.139,-1.300,0.871,0.222,1.468,-5.235,0.812,0.762,0.590,0.463,0.569,1.072,1.063,1.252,-4.778,0.272,0.274,1.938,1.938,1.004,1.000,1.044,1.117,1.133,-0.017,0.722,15.190,-1.266,2.937,1.732,0.597,0.648,1.034,0.735,1.141,0.417,0.417,0.420,0.421,0.433,0.418,0.421,0.421,-1.691,1.544,0.197,1.898,1.007,0.537,0.463,0.519,1.439,0.762,-3.656,1.000,34.149,102.420
2010-06-02 15:00:00,0.331,0.750,1.906,0.333,0.953,0.260,1.302,-0.443,1.470,24.139,1.033,-0.339,-1.154,-3.774,0.577,0.287,2.333,-5.199,0.814,0.751,0.597,0.463,0.569,1.024,1.202,1.387,-4.195,0.273,0.274,2.097,2.097,1.002,1.002,1.043,1.117,1.133,-0.117,0.701,13.000,-1.250,3.043,2.860,0.834,0.645,1.042,0.739,1.137,0.417,0.418,0.420,0.420,0.433,0.418,0.421,0.421,-1.347,0.165,0.231,-8.781,0.729,0.605,0.551,0.700,1.303,0.690,11.600,1.000,34.199,102.851
2010-06-02 15:30:00,0.330,0.750,2.075,0.332,1.037,0.246,0.912,-0.441,1.508,21.059,1.094,-4.345,-0.899,-12.192,-0.058,0.289,3.961,-5.133,0.817,0.609,0.607,0.461,0.568,1.016,1.350,1.517,-3.484,0.274,0.275,2.296,2.296,1.002,1.003,1.042,1.117,1.133,-0.664,0.694,8.143,-1.246,3.151,1.759,1.435,0.534,1.050,0.740,1.138,0.417,0.420,0.420,0.420,0.434,0.418,0.421,0.421,-0.975,-0.202,0.613,-2.505,0.536,0.563,0.489,0.581,-0.535,-0.429,-1.756,1.000,34.169,103.066
2010-06-03 09:30:00,0.329,0.745,2.429,0.330,1.214,0.156,0.507,-0.580,1.316,19.421,1.094,0.578,-0.312,-2.139,-0.340,0.098,-2.116,-5.103,0.818,0.665,0.617,0.462,0.568,0.908,1.339,1.512,-3.389,0.274,0.275,2.245,2.245,1.001,1.004,1.041,1.117,1.134,-1.514,0.674,6.232,-1.265,3.174,1.204,1.400,0.541,1.063,0.741,1.140,0.417,0.418,0.418,0.418,0.432,0.419,0.420,0.419,-0.273,-0.450,0.353,-0.559,1.139,0.417,0.441,0.543,1.803,4.425,-3.824,1.000,34.179,103.497
2010-06-03 10:00:00,0.327,0.746,2.228,0.329,1.114,0.196,0.363,-0.508,1.423,17.131,1.062,0.079,0.579,0.634,-0.107,0.137,-1.820,-5.069,0.821,0.712,0.625,0.462,0.566,0.882,1.273,1.480,-3.309,0.274,0.275,1.998,1.998,1.000,1.003,1.041,1.117,1.135,1.134,0.642,4.188,-1.309,3.253,0.990,1.379,0.548,1.090,0.738,1.135,0.417,0.416,0.416,0.416,0.430,0.420,0.420,0.418,0.344,-0.058,0.467,-0.746,0.720,0.455,0.464,0.474,0.060,2.726,-1.201,0.000,34.249,104.169
2010-06-03 10:30:00,0.326,0.739,1.641,0.328,0.821,0.161,0.285,-0.485,1.288,15.219,1.018,0.037,-0.232,1.591,-0.259,0.057,-1.253,-5.040,0.824,0.621,0.631,0.465,0.563,0.809,1.191,1.439,-3.265,0.273,0.274,1.773,1.773,0.999,1.003,1.040,1.116,1.135,0.343,0.612,2.911,-1.332,3.277,0.639,1.165,0.543,1.078,0.737,1.132,0.417,0.414,0.414,0.414,0.429,0.420,0.420,0.418,0.415,-0.088,0.632,-0.546,0.637,0.644,0.592,0.527,0.257,1.731,-1.209,0.000,34.179,104.308
2010-06-03 11:00:00,0.326,0.742,1.793,0.327,0.896,0.156,0.289,-0.510,1.271,13.779,0.974,-0.120,-0.125,3.339,5.678,-0.015,-1.072,-5.006,0.826,0.620,0.635,0.469,0.557,0.782,1.066,1.338,-3.281,0.271,0.274,1.603,1.603,0.997,1.003,1.039,1.115,1.135,0.080,0.583,2.199,-1.341,3.349,0.614,1.127,0.542,1.077,0.742,1.126,0.417,0.414,0.414,0.413,0.429,0.420,0.420,0.414,0.954,4.738,0.507,-0.417,0.610,0.643,0.529,0.505,-0.610,-1.593,0.033,0.000,34.109,104.219
2010-06-03 11:30:00,0.325,0.739,1.673,0.327,0.836,0.155,0.269,-0.531,1.268,12.657,0.919,-0.310,-0.119,6.568,3.252,-0.060,-0.734,-4.972,0.829,0.550,0.638,0.476,0.551,0.766,1.012,1.240,-3.433,0.270,0.273,1.382,1.382,0.994,1.002,1.037,1.115,1.136,-0.279,0.552,1.732,-1.342,3.377,0.912,1.000,0.459,1.087,0.742,1.119,0.417,0.414,0.414,0.413,0.425,0.420,0.419,0.413,1.166,2.469,0.415,-0.312,0.468,0.799,0.657,0.537,0.426,2.525,-5.719,0.000,34.059,104.270
2010-06-03 12:00:00,0.329,0.746,5.156,0.331,2.578,0.270,0.348,-0.611,1.343,11.828,0.904,0.243,0.034,-24.308,-30.846,0.322,-0.065,-4.972,0.831,1.346,0.639,0.481,0.545,1.026,1.034,1.196,-3.790,0.271,0.274,1.331,1.331,0.994,1.002,1.036,1.114,1.136,0.077,0.542,1.475,-1.362,3.412,4.325,1.225,0.851,1.186,0.774,1.119,0.417,0.419,0.419,0.419,0.425,0.420,0.418,0.413,0.007,-9.591,0.734,-0.039,1.238,0.883,0.577,0.451,1.870,1.642,7.034,0.000,34.510,104.359
2010-06-03 12:30:00,0.334,0.759,4.895,0.336,2.447,0.427,0.476,-0.598,1.449,11.276,0.921,1.644,0.212,-3.398,-2.044,0.659,0.274,-4.939,0.834,1.202,0.639,0.488,0.540,1.190,1.076,1.175,-4.324,0.273,0.274,1.353,1.353,0.995,1.003,1.035,1.114,1.136,0.947,0.544,1.324,-1.385,3.400,3.075,1.202,0.933,1.193,0.778,1.120,0.419,0.420,0.420,0.421,0.423,0.420,0.416,0.417,-0.607,-1.392,0.989,0.096,1.371,1.018,0.593,0.491,2.047,1.271,5.627,1.000,34.770,103.523
2010-06-03 13:00:00,0.338,0.769,6.493,0.339,3.246,0.724,0.541,-0.602,1.474,10.864,0.985,20.857,0.588,-6.238,-1.146,1.234,0.684,-4.933,0.837,1.372,0.647,0.501,0.534,1.208,1.136,1.170,-5.220,0.276,0.276,1.411,1.411,0.997,1.004,1.035,1.114,1.137,2.763,0.574,1.224,-1.421,3.402,1.839,1.424,1.175,1.249,0.798,1.130,0.422,0.424,0.424,0.427,0.422,0.420,0.416,0.421,-1.767,-1.008,1.480,0.260,1.665,0.880,0.514,0.507,2.119,1.438,-4.537,1.000,35.071,103.409
2010-06-03 13:30:00,0.339,0.771,6.621,0.341,3.311,0.824,0.664,-0.533,1.515,10.588,1.059,-8.376,1.759,-2.707,-0.149,1.219,0.958,-4.933,0.839,1.310,0.656,0.514,0.532,1.256,1.252,1.203,-6.396,0.280,0.278,1.453,1.453,1.002,1.005,1.034,1.114,1.137,5.153,0.615,1.164,-1.446,3.384,3.400,1.826,1.217,1.271,0.802,1.126,0.423,0.425,0.425,0.429,0.421,0.420,0.419,0.431,-1.223,-0.146,1.295,0.236,1.253,0.781,0.486,0.506,-4.322,3.918,-2.280,1.000,34.961,102.598
2010-06-03 14:00:00,0.339,0.769,6.465,0.340,3.233,1.507,0.663,-0.429,1.659,10.447,1.138,-2.154,15.404,-0.858,0.854,1.211,0.184,-4.933,0.842,1.350,0.661,0.523,0.529,1.196,1.522,1.287,-7.488,0.285,0.280,1.519,1.519,1.007,1.007,1.034,1.114,1.138,41.875,0.659,1.125,-1.456,3.387,1.034,1.707,1.170,1.352,0.805,1.122,0.423,0.425,0.425,0.429,0.420,0.422,0.422,0.430,-0.460,0.994,1.290,0.072,1.265,0.705,0.678,0.528,-2.118,1.160,0.478,1.000,34.680,101.926
2010-06-03 14:30:00,0.337,0.767,6.604,0.339,3.302,-1.724,0.668,-0.330,2.007,10.457,1.218,-0.209,-2.393,0.403,1.218,-1.115,-5.439,-4.900,0.844,1.291,0.658,0.528,0.525,1.174,2.151,1.417,-7.846,0.287,0.281,1.700,1.700,1.011,1.008,1.034,1.114,1.139,-1.372,0.693,1.088,-1.420,3.398,1.045,1.737,1.179,1.368,0.818,1.119,0.423,0.425,0.425,0.429,0.421,0.426,0.427,0.427,0.421,1.103,0.353,-0.388,1.096,0.507,0.537,0.449,-2.458,1.625,-4.911,1.000,34.199,100.849
2010-06-03 15:00:00,0.334,0.758,6.801,0.335,3.400,0.149,0.512,-0.228,2.357,10.617,1.297,0.433,-0.722,1.298,1.599,9.579,112.333,-4.900,0.847,1.518,0.662,0.536,0.525,0.759,3.291,1.390,-7.447,0.290,0.283,1.815,1.815,1.014,1.008,1.033,1.113,1.139,0.176,0.718,1.047,-1.343,3.449,1.200,1.250,1.176,1.412,0.833,1.120,0.423,0.425,0.428,0.429,0.422,0.422,0.422,0.422,0.953,1.447,-26.667,-1.152,1.465,0.758,0.662,0.721,0.177,0.196,2.630,1.000,33.597,100.177
2010-06-03 15:30:00,0.328,0.746,7.035,0.330,3.517,0.447,0.081,-0.061,2.939,10.933,1.339,0.870,-0.137,2.082,3.671,5.047,-238.400,-4.867,0.850,1.619,0.686,0.554,0.531,0.441,22.083,1.294,-6.861,0.296,0.286,1.725,1.725,1.013,1.008,1.033,1.113,1.140,0.771,0.724,0.987,-1.250,3.513,1.192,1.288,1.220,1.493,0.854,1.114,0.423,0.425,0.429,0.429,0.417,0.417,0.417,0.417,1.099,3.410,5.302,-2.155,1.986,1.185,0.721,0.687,1.924,-1.067,0.950,1.000,32.946,99.873
2010-06-04 09:30:00,0.333,0.754,8.138,0.334,4.069,0.260,0.237,-0.118,4.144,11.216,1.402,1.055,0.120,1.582,2.015,3.569,-29.576,-4.841,0.851,1.677,0.706,0.559,0.533,0.619,26.300,1.289,-7.000,0.300,0.288,1.743,1.743,1.011,1.009,1.033,1.113,1.140,0.891,0.763,0.971,-1.182,3.544,1.180,1.090,1.253,1.494,0.857,1.126,0.423,0.425,0.429,0.422,0.417,0.417,0.417,0.417,1.193,3.219,4.611,-1.965,1.411,0.728,0.505,0.577,0.219,1.500,-1.541,1.000,33.417,99.949
2010-06-04 10:00:00,0.331,0.750,9.111,0.332,4.556,0.333,0.326,-0.087,2.420,11.845,1.624,1.117,0.506,2.191,0.554,3.481,13.887,-4.809,0.854,1.861,0.731,0.567,0.538,0.593,255.000,1.269,-7.118,0.307,0.291,1.793,1.793,1.007,1.009,1.032,1.113,1.140,0.800,0.848,0.950,-1.056,3.650,1.247,0.952,1.345,1.512,0.864,1.124,0.423,0.425,0.429,0.420,0.417,0.417,0.417,0.417,1.290,0.871,3.227,-3.630,1.867,0.589,0.573,0.564,1.320,-1.333,-0.253,1.000,33.186,99.810
2010-06-04 10:30:00,0.331,0.751,7.849,0.333,3.924,0.391,0.400,-0.026,2.224,12.880,2.441,1.080,0.835,1.891,0.984,3.155,4.665,-4.751,0.857,2.043,0.745,0.575,0.545,0.341,-18.231,1.244,-6.971,0.313,0.294,1.867,1.867,1.002,1.011,1.031,1.113,1.141,0.678,1.061,0.966,-0.923,3.752,0.890,0.861,1.490,1.492,0.874,1.122,0.423,0.425,0.429,0.422,0.421,0.421,0.421,0.421,1.301,1.322,2.403,68.455,3.062,0.654,0.638,0.611,1.404,-2.171,-0.787,1.000,32.865,98.682
2010-06-04 11:00:00,0.331,0.750,7.245,0.333,3.622,0.382,-0.080,-0.011,2.106,14.312,17.519,1.163,1.091,1.956,0.562,2.950,9.514,-4.695,0.859,2.074,0.767,0.585,0.554,0.144,-6.656,1.215,-6.824,0.319,0.298,1.900,1.900,0.998,1.011,1.031,1.112,1.141,0.684,6.643,0.981,-0.803,3.843,0.730,0.912,1.489,1.485,0.869,1.123,0.423,0.425,0.428,0.421,0.420,0.420,0.420,0.420,1.243,0.528,2.622,-8.472,2.486,0.677,0.627,0.593,2.162,0.567,0.314,1.000,32.695,98.302
2010-06-04 11:30:00,0.331,0.754,6.942,0.333,3.471,0.378,0.037,-0.021,1.793,16.085,-1.620,1.261,1.339,1.889,0.270,3.001,6.289,-4.640,0.862,2.017,0.782,0.593,0.560,0.376,-3.345,1.168,-6.647,0.325,0.301,1.934,1.934,0.994,1.013,1.031,1.112,1.142,0.694,0.113,0.997,-0.695,3.942,0.600,0.849,1.565,1.464,0.885,1.120,0.423,0.425,0.422,0.421,0.420,0.420,0.420,0.420,1.275,0.492,2.513,-18.529,2.022,0.697,0.657,0.582,1.796,-0.778,-2.395,1.000,32.835,98.568
2010-06-04 12:00:00,0.331,0.754,7.012,0.333,3.506,0.416,0.040,-0.022,1.800,18.266,-0.268,1.335,1.444,1.777,0.394,3.306,7.831,-4.557,0.865,1.831,0.803,0.611,0.573,0.247,-1.765,1.106,-6.441,0.331,0.304,1.881,1.881,0.992,1.014,1.031,1.112,1.142,0.777,0.458,1.003,-0.590,4.000,0.776,0.980,1.426,1.389,0.891,1.120,0.423,0.428,0.420,0.421,0.420,0.420,0.420,0.420,1.427,0.548,2.665,-9.306,1.361,0.891,0.732,0.604,0.640,0.551,6.113,1.000,32.795,98.454
2010-06-04 12:30:00,0.332,0.753,7.028,0.333,3.514,0.435,0.008,-0.019,2.015,20.871,0.164,1.404,1.437,1.708,0.541,3.372,22.571,-4.459,0.868,1.770,0.832,0.635,0.590,0.149,-0.899,1.059,-6.235,0.338,0.308,1.781,1.781,0.993,1.013,1.030,1.111,1.143,0.964,0.611,0.958,-0.497,4.081,0.927,0.829,1.502,1.394,0.900,1.120,0.423,0.429,0.422,0.420,0.421,0.421,0.421,0.421,1.398,1.220,2.877,-4.995,1.569,1.201,0.862,0.713,0.551,0.618,4.339,1.000,32.745,98.201
2010-06-04 13:00:00,0.334,0.756,6.363,0.335,3.182,0.325,-0.027,0.002,2.449,25.457,0.427,1.215,1.367,1.490,-10.943,2.339,8.120,-4.382,0.871,1.609,0.876,0.666,0.612,0.468,-0.352,0.985,-5.912,0.344,0.311,1.672,1.672,0.995,1.012,1.030,1.111,1.142,1.127,0.705,0.871,-0.396,4.190,0.522,0.796,1.291,1.395,0.900,1.108,0.423,0.429,0.421,0.420,0.423,0.423,0.423,0.423,1.276,16.959,2.154,-8.469,2.288,1.315,0.841,0.754,0.295,0.846,-1.390,1.000,32.725,97.580
2010-06-04 13:30:00,0.333,0.757,6.428,0.335,3.214,0.312,0.120,-0.033,1.997,33.086,0.590,0.893,1.264,1.405,1.236,2.421,8.715,-4.286,0.874,1.533,0.922,0.694,0.633,0.618,0.011,0.933,-5.194,0.349,0.314,1.580,1.580,0.997,1.010,1.029,1.109,1.143,1.212,0.763,0.752,-0.311,4.303,0.563,0.758,1.284,1.399,0.902,1.106,0.423,0.429,0.421,0.423,0.423,0.423,0.423,0.424,1.235,1.423,2.262,-7.880,1.417,1.536,0.858,0.759,0.096,2.472,-0.988,1.000,32.865,98.036
2010-06-04 14:00:00,0.331,0.754,6.117,0.333,3.058,0.317,1.625,-0.026,1.925,45.827,0.697,0.855,1.140,1.549,0.459,2.516,4.638,-4.168,0.877,1.426,0.960,0.715,0.649,0.284,0.272,0.819,-4.944,0.354,0.317,1.501,1.501,0.998,1.009,1.029,1.110,1.143,1.318,0.805,0.597,-0.237,4.368,0.707,0.695,1.284,1.386,0.906,1.103,0.423,0.429,0.421,0.422,0.423,0.423,0.423,0.424,1.045,0.554,2.450,10.961,1.463,1.815,1.024,0.796,0.256,0.686,-0.000,1.000,32.815,98.644
2010-06-04 14:30:00,0.332,0.754,6.040,0.334,3.020,0.297,0.603,-0.038,1.867,77.295,0.770,1.101,0.934,1.502,0.581,2.315,3.801,-4.061,0.880,1.543,0.995,0.726,0.659,0.423,0.464,0.788,-4.722,0.358,0.319,1.437,1.437,1.000,1.008,1.029,1.110,1.144,1.505,0.826,0.422,-0.184,4.330,0.634,0.713,1.251,1.388,0.920,1.102,0.423,0.429,0.421,0.421,0.423,0.423,0.423,0.422,1.200,0.434,2.216,7.671,1.248,1.725,0.815,0.631,-0.006,3.923,-0.963,1.000,32.845,98.391
2010-06-04 15:00:00,0.329,0.746,4.901,0.330,2.451,0.384,-0.179,-0.126,1.433,201.920,0.816,-0.186,0.716,1.778,0.543,3.406,9.528,-3.954,0.883,1.172,1.016,0.731,0.662,0.427,0.608,0.742,-3.535,0.359,0.321,1.390,1.390,1.001,1.006,1.029,1.110,1.144,1.836,0.841,0.250,-0.150,4.229,0.430,0.574,1.036,1.367,0.911,1.091,0.423,0.420,0.418,0.418,0.423,0.423,0.423,0.421,1.061,0.833,3.179,-17.439,1.034,0.997,0.706,0.752,0.826,-4.190,0.532,1.000,33.006,99.911
2010-06-04 15:30:00,0.331,0.749,4.582,0.332,2.291,0.404,-0.055,-0.072,2.023,-1249.625,0.821,0.435,0.429,1.368,0.772,4.801,8.649,-3.857,0.886,0.959,1.019,0.731,0.663,0.499,0.696,0.750,-2.667,0.359,0.321,1.407,1.407,1.000,1.006,1.028,1.109,1.144,1.813,0.847,0.168,-0.134,4.173,0.495,0.640,0.871,1.376,0.912,1.082,0.423,0.422,0.418,0.418,0.423,0.423,0.424,0.421,0.988,0.695,5.648,-12.098,1.263,1.217,0.713,0.687,0.395,-10.273,0.582,1.000,33.056,99.442
2010-06-07 09:30:00,0.331,0.756,3.125,0.333,1.562,0.376,0.389,-0.014,2.210,-211.553,0.824,0.342,0.043,1.260,1.015,2.842,2.959,-3.796,0.887,0.866,1.019,0.732,0.664,0.139,0.699,0.756,-2.667,0.359,0.321,1.411,1.411,1.001,1.006,1.028,1.109,1.144,1.273,0.851,0.078,-0.124,4.131,0.466,0.674,0.830,1.375,0.914,1.080,0.423,0.422,0.418,0.418,0.423,0.423,0.423,0.421,0.989,0.889,2.234,6.585,0.759,0.800,0.566,0.614,1.479,0.707,-0.347,1.000,32.615,97.909
2010-06-07 10:00:00,0.336,0.762,3.212,0.338,1.606,0.280,0.150,-0.038,6.637,-81.281,0.822,0.335,1.109,0.962,0.399,2.214,2.171,-3.701,0.891,0.728,1.016,0.732,0.664,0.565,0.700,0.757,-2.577,0.359,0.321,1.435,1.435,1.000,1.007,1.028,1.109,1.144,0.793,0.861,-0.147,-0.109,4.184,0.921,0.755,0.767,1.353,0.913,1.081,0.423,0.419,0.418,0.420,0.425,0.425,0.425,0.425,0.968,0.927,1.979,5.485,0.552,0.565,0.563,0.552,1.067,1.023,0.207,1.000,32.755,97.048
2010-06-07 10:30:00,0.338,0.767,4.554,0.340,2.277,0.184,-0.120,-0.074,20.526,-48.238,0.801,0.046,1.420,0.733,243.900,1.674,1.551,-3.595,0.894,0.701,1.016,0.733,0.664,1.961,0.680,0.785,-2.481,0.357,0.320,1.573,1.573,1.000,1.007,1.028,1.108,1.145,0.515,0.837,-0.292,-0.108,4.383,1.271,0.888,0.758,1.344,0.918,1.087,0.423,0.419,0.419,0.428,0.425,0.425,0.425,0.425,0.829,-6.331,1.413,3.982,0.728,0.689,0.658,0.618,0.156,0.245,-0.560,1.000,33.156,97.618
2010-06-07 11:00:00,0.338,0.766,5.858,0.339,2.929,0.190,-0.043,-0.064,22.086,-34.413,0.760,-0.538,-9.524,0.740,2.074,1.810,1.640,-3.480,0.897,0.732,1.022,0.737,0.665,2.952,0.613,0.888,-2.404,0.355,0.320,2.252,2.252,1.002,1.009,1.027,1.108,1.145,-0.441,0.795,-0.529,-0.122,4.674,2.532,0.924,0.815,1.324,0.927,1.093,0.423,0.421,0.421,0.431,0.425,0.425,0.425,0.427,0.887,2.852,1.870,4.137,0.721,0.730,0.682,0.612,0.750,0.102,0.167,1.000,33.086,97.504
2010-06-07 11:30:00,0.338,0.766,5.700,0.340,2.850,0.148,-0.075,-0.081,11.449,-26.905,0.725,-0.943,-1.481,0.701,10.281,1.502,1.313,-3.384,0.900,0.735,1.024,0.742,0.667,2.711,0.517,1.058,-2.350,0.354,0.319,2.840,2.840,1.004,1.010,1.028,1.109,1.146,-1.055,0.750,0.350,-0.135,5.012,2.486,0.912,0.848,1.266,0.933,1.093,0.423,0.421,0.421,0.431,0.425,0.425,0.425,0.428,0.857,10.000,1.363,2.953,0.799,0.684,0.716,0.591,0.050,0.208,-0.888,1.000,33.086,97.402
2010-06-07 12:00:00,0.338,0.770,4.993,0.339,2.497,0.173,-0.044,-0.090,28.815,-21.876,0.693,-1.085,-0.457,0.971,-0.540,1.695,1.391,-3.280,0.903,0.712,1.027,0.749,0.668,2.293,0.410,1.319,-2.317,0.353,0.319,3.535,3.535,1.006,1.011,1.028,1.108,1.146,-1.079,0.702,0.070,-0.149,5.392,0.735,1.303,0.805,1.244,0.938,1.093,0.423,0.421,0.422,0.428,0.425,0.425,0.425,0.429,0.962,-0.869,1.783,3.373,0.843,0.911,0.823,0.622,-0.799,3.935,-9.389,1.000,33.116,97.554
