datetime,F0,F1,F3,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F29,F30,F31,F32,F33,F34,F35,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,F61,F62,F63,F64,F65,F66,F67,F68,F69,F70,F71,Y,S1,S2
2010-06-02 14:30:00,1.323,0.318,0.562,1.104,2.811,0.368,0.620,-1.355,101.091,-0.963,-0.788,0.136,0.220,-0.010,-0.125,0.704,0.875,1.453,-3.387,-1.376,0.511,0.279,0.432,0.591,0.372,-0.891,-5.000,1.154,1.435,1.038,1.038,1.001,1.004,0.963,0.892,0.795,0.145,0.236,-0.541,-39.125,-0.226,0.745,0.617,1.038,0.876,0.851,1.042,2.486,2.560,2.587,2.592,2.710,2.593,2.606,2.606,-0.014,1.418,0.852,-0.974,0.594,0.270,0.563,0.681,0.045,-1.791,4.387,1.000,73.802,66.829
2010-06-02 15:00:00,1.319,0.316,0.572,1.101,2.862,0.398,0.767,-0.911,-87.462,-0.835,-0.776,0.146,0.153,3.333,-0.162,0.609,0.846,2.291,-3.379,-1.379,0.519,0.266,0.433,0.590,0.461,-0.857,-8.846,1.153,1.434,1.040,1.040,1.000,1.006,0.964,0.892,0.795,0.120,0.259,-0.534,-44.429,-0.234,0.989,0.921,0.935,0.861,0.850,1.040,2.486,2.585,2.587,2.600,2.710,2.593,2.606,2.606,-0.026,0.162,0.838,-0.271,0.567,0.216,0.446,0.598,1.176,-0.184,-2.188,1.000,73.905,67.111
2010-06-02 15:30:00,1.322,0.321,0.664,1.103,3.319,-5.692,0.862,-0.512,21.062,-0.639,-0.764,0.171,0.029,-1.000,-0.705,1.714,0.899,-83.000,-3.372,-1.383,0.483,0.249,0.435,0.591,0.610,-0.755,-52.500,1.156,1.435,1.394,1.394,1.000,1.007,0.963,0.892,0.795,-0.135,0.290,-0.469,-27.727,-0.237,1.706,1.262,0.824,0.857,0.854,1.046,2.486,2.593,2.593,2.606,2.692,2.604,2.606,2.600,-0.272,1.404,0.914,0.234,0.542,0.254,0.508,0.531,0.510,-0.832,-47.250,1.000,74.160,67.208
2010-06-03 09:30:00,1.317,0.320,0.939,1.099,4.695,2.596,0.977,0.025,-16.927,-0.521,-0.758,0.184,1.395,3.000,-0.647,1.234,0.995,0.346,-3.368,-1.384,0.527,0.248,0.435,0.591,0.615,-0.746,-inf,1.158,1.436,1.584,1.584,1.000,1.008,0.964,0.892,0.795,-0.608,0.295,-0.427,-21.643,-0.233,1.691,1.286,0.869,0.858,0.852,1.046,2.486,2.596,2.596,2.596,2.663,2.606,2.606,2.603,-0.514,1.323,1.052,0.433,0.596,0.201,0.263,0.464,3.093,0.629,1.218,1.000,74.370,67.655
2010-06-03 10:00:00,1.315,0.316,1.041,1.098,5.204,2.035,1.054,0.271,-856.000,-0.698,-0.747,0.215,1.032,3.042,-0.744,1.139,1.083,0.480,-3.364,-1.387,0.642,0.250,0.438,0.591,0.614,-0.703,-101.000,1.164,1.438,1.859,1.859,1.001,1.009,0.963,0.892,0.795,1.384,0.302,-0.347,-13.409,-0.225,1.253,1.163,1.074,0.866,0.856,1.050,2.494,2.592,2.592,2.592,2.655,2.606,2.606,2.606,-0.398,1.160,1.248,0.453,0.708,0.170,0.240,0.495,2.788,0.064,3.707,1.000,74.856,68.199
2010-06-03 10:30:00,1.314,0.316,0.896,1.097,4.478,1.772,1.177,0.242,81.000,-0.604,-0.736,0.241,0.839,1.504,-0.533,1.010,1.201,0.413,-3.355,-1.390,0.621,0.251,0.440,0.592,0.616,-0.641,-33.333,1.171,1.440,1.918,1.918,1.001,1.008,0.963,0.892,0.795,0.717,0.310,-0.266,-10.556,-0.218,1.101,1.148,1.000,0.857,0.856,1.052,2.494,2.589,2.589,2.589,2.649,2.606,2.606,2.601,-0.221,1.487,1.434,0.423,0.662,0.213,0.325,0.517,0.744,0.005,-5.940,1.000,74.712,68.102
2010-06-03 11:00:00,1.316,0.316,0.974,1.099,4.868,2.121,1.369,0.339,667.000,-0.644,-0.725,0.269,0.822,1.094,-0.663,0.851,1.326,0.512,-3.346,-1.393,0.599,0.253,0.443,0.592,0.616,-0.573,-12.250,1.176,1.441,1.934,1.934,1.000,1.009,0.962,0.892,0.795,0.704,0.319,-0.196,-9.448,-0.209,1.027,1.195,1.055,0.856,0.862,1.058,2.494,2.589,2.589,2.589,2.649,2.606,2.606,2.598,-0.354,0.866,1.611,0.402,0.457,0.217,0.339,0.538,0.895,0.466,6.973,1.000,74.831,68.121
2010-06-03 11:30:00,1.317,0.316,1.064,1.100,5.318,2.286,1.700,0.433,-14.632,-0.758,-0.713,0.302,0.950,0.983,-1.025,-7.226,1.546,0.536,-3.336,-1.397,0.599,0.256,0.448,0.593,0.642,-0.498,-7.000,1.184,1.444,1.911,1.911,1.000,1.008,0.963,0.892,0.795,0.793,0.337,-0.130,-8.419,-0.204,1.829,1.222,1.143,0.852,0.866,1.057,2.501,2.595,2.595,2.597,2.644,2.606,2.603,2.598,-0.561,-4.287,1.634,0.428,0.591,0.305,0.507,0.608,-0.603,-0.335,4.222,1.000,75.045,68.238
2010-06-03 12:00:00,1.318,0.316,0.992,1.100,4.958,3.295,1.525,0.516,-16.889,-0.851,-0.701,0.340,0.920,0.929,-1.338,-0.548,1.502,0.608,-3.326,-1.399,0.587,0.261,0.452,0.593,0.638,-0.417,-4.455,1.191,1.446,1.877,1.877,1.000,1.009,0.962,0.891,0.795,0.902,0.360,-0.071,-7.485,-0.199,1.105,1.061,1.210,0.842,0.864,1.055,2.501,2.590,2.590,2.590,2.643,2.606,2.606,2.593,-0.768,-0.219,1.670,0.555,0.620,0.348,0.538,0.639,-0.471,-0.286,4.232,1.000,75.041,68.218
2010-06-03 12:30:00,1.332,0.323,1.107,1.112,5.535,6.250,2.725,0.650,185.333,-0.819,-0.692,0.390,1.365,0.982,-1.342,-0.136,2.751,0.846,-3.315,-1.402,0.574,0.268,0.459,0.596,0.634,-0.336,-3.267,1.204,1.451,1.889,1.889,1.000,1.010,0.962,0.891,0.795,1.333,0.389,-0.023,-6.853,-0.193,1.164,1.093,1.301,0.853,0.867,1.055,2.516,2.605,2.605,2.605,2.619,2.606,2.602,2.617,-0.730,-0.191,2.638,0.690,0.675,0.470,0.699,0.740,-0.403,-0.130,-6.575,1.000,75.313,67.723
2010-06-03 13:00:00,1.333,0.325,1.159,1.113,5.794,10.966,3.401,0.611,13.458,-0.691,-0.684,0.444,3.527,1.075,-1.182,-0.005,3.879,0.788,-3.303,-1.405,0.605,0.275,0.465,0.598,0.636,-0.254,-2.282,1.218,1.457,1.909,1.909,1.001,1.011,0.962,0.892,0.795,2.483,0.425,0.020,-6.875,-0.188,1.605,1.111,1.354,0.873,0.871,1.052,2.516,2.605,2.605,2.618,2.614,2.606,2.607,2.617,-0.662,0.023,3.612,0.918,0.604,0.449,0.664,0.729,-0.308,-0.103,-3.935,1.000,75.259,67.645
2010-06-03 13:30:00,1.338,0.321,1.120,1.117,5.600,-13.632,4.510,0.562,8.944,-0.803,-0.678,0.498,-30.556,1.438,-0.949,1.335,6.204,0.874,-3.291,-1.408,0.601,0.281,0.469,0.600,0.653,-0.177,-1.826,1.233,1.464,1.927,1.927,1.002,1.012,0.962,0.891,0.795,4.234,0.467,0.059,-7.704,-0.181,1.085,1.203,1.367,0.855,0.869,1.054,2.516,2.605,2.605,2.624,2.614,2.606,2.627,2.638,-0.702,1.518,5.861,0.793,0.491,0.476,0.557,0.681,3.722,0.957,-0.319,1.000,74.979,67.140
2010-06-03 14:00:00,1.348,0.326,1.099,1.125,5.494,-2.181,273.000,0.502,4.022,-1.017,-0.674,0.558,-0.726,2.973,-0.336,1.081,-8.649,1.131,-3.279,-1.411,0.593,0.287,0.472,0.602,0.720,-0.106,-1.673,1.246,1.468,1.983,1.983,1.004,1.013,0.963,0.891,0.795,62.500,0.516,0.093,-8.909,-0.176,0.842,1.089,1.406,0.839,0.870,1.053,2.516,2.605,2.605,2.623,2.614,2.631,2.657,2.657,-0.214,1.010,-738.000,0.743,0.627,0.362,0.563,0.640,8.788,0.431,-0.354,1.000,74.461,66.187
2010-06-03 14:30:00,1.363,0.328,1.141,1.137,5.705,0.049,-0.767,0.165,3.217,-1.373,-0.675,0.612,0.202,-0.975,0.082,0.885,-1.047,-3.875,-3.271,-1.414,0.695,0.288,0.470,0.602,0.712,-0.075,-1.660,1.249,1.468,2.158,2.158,1.006,1.014,0.963,0.891,0.795,-0.711,0.570,0.113,-19.000,-0.179,1.023,1.032,1.442,0.850,0.877,1.057,2.516,2.605,2.605,2.638,2.668,2.679,2.679,2.679,0.232,1.018,-2.160,0.839,0.621,0.296,0.519,0.659,10.700,-2.360,18.357,1.000,73.761,64.856
2010-06-03 15:00:00,1.352,0.328,1.172,1.128,5.858,0.875,0.393,-0.356,3.116,-1.756,-0.680,0.680,0.439,0.023,0.481,1.536,-0.276,-0.000,-3.262,-1.417,0.735,0.293,0.466,0.601,0.463,-0.107,-1.824,1.253,1.467,2.317,2.317,1.009,1.016,0.964,0.891,0.795,0.123,0.648,0.127,20.889,-0.191,1.117,1.083,1.440,0.878,0.884,1.058,2.516,2.605,2.618,2.664,2.675,2.675,2.675,2.675,0.750,1.371,-0.787,0.474,0.768,0.356,0.413,0.585,2.476,-0.389,-2.039,1.000,73.012,64.700
2010-06-03 15:30:00,1.350,0.324,1.152,1.126,5.758,1.348,0.909,-0.614,3.207,-1.925,-0.690,0.761,0.547,0.310,0.486,86.562,0.157,-4.611,-3.254,-1.420,0.740,0.306,0.464,0.600,-0.226,-0.139,-1.882,1.262,1.469,2.369,2.369,1.010,1.017,0.964,0.890,0.795,0.302,0.779,0.131,6.786,-0.209,1.029,1.020,1.346,0.917,0.886,1.060,2.516,2.605,2.624,2.675,2.660,2.660,2.660,2.660,0.583,-8.693,0.137,0.244,0.788,0.527,0.511,0.529,3.364,-1.378,-18.545,1.000,72.596,64.467
2010-06-04 09:30:00,1.351,0.326,1.170,1.128,5.848,1.366,1.007,-1.196,3.125,-2.202,-0.697,0.802,0.611,0.397,0.778,2.005,0.281,1.806,-3.251,-1.421,0.742,0.318,0.466,0.600,-0.256,-0.140,-1.774,1.269,1.471,2.315,2.315,1.010,1.017,0.964,0.890,0.795,0.406,0.864,0.125,4.949,-0.223,0.865,1.003,1.342,0.917,0.887,1.061,2.516,2.605,2.623,2.666,2.663,2.663,2.663,2.663,0.880,2.253,0.339,-0.167,0.728,0.370,0.320,0.467,-0.159,0.038,1.301,1.000,72.341,64.146
2010-06-04 10:00:00,1.347,0.326,1.662,1.124,8.310,1.634,1.219,-2.038,3.508,-2.177,-0.711,0.958,0.692,0.506,0.984,4.077,0.391,1.421,-3.248,-1.424,0.750,0.350,0.469,0.598,-0.419,-0.143,-1.759,1.283,1.475,2.189,2.189,1.011,1.019,0.965,0.890,0.795,0.544,1.219,0.102,3.254,-0.250,1.236,1.025,1.393,0.933,0.897,1.067,2.516,2.605,2.625,2.662,2.658,2.658,2.658,2.658,0.940,9.797,0.440,-2.364,0.781,0.443,0.386,0.511,-0.108,-0.184,5.121,1.000,71.971,64.030
2010-06-04 10:30:00,1.366,0.331,1.117,1.139,5.587,1.332,1.149,-6.729,2.805,-1.997,-0.728,2.047,0.663,0.577,0.853,0.122,0.410,0.685,-3.248,-1.427,0.748,0.375,0.470,0.595,-0.770,-0.148,-1.727,1.292,1.477,2.154,2.154,1.011,1.022,0.966,0.890,0.796,0.539,5.528,0.071,2.407,-0.277,0.917,0.960,1.380,0.918,0.896,1.063,2.516,2.605,2.652,2.663,2.699,2.699,2.699,2.699,0.925,-0.049,0.454,0.934,0.909,0.388,0.394,0.508,1.621,-0.263,-5.414,1.000,71.888,63.097
2010-06-04 11:00:00,1.363,0.331,1.244,1.137,6.218,1.474,1.191,-4.440,3.527,-2.133,-0.748,-0.709,0.623,0.629,0.918,-0.554,0.444,0.855,-3.250,-1.430,0.747,0.401,0.472,0.593,-1.651,-0.161,-1.778,1.303,1.479,2.102,2.102,1.010,1.025,0.967,0.890,0.796,0.522,-0.637,0.033,2.000,-0.304,0.793,0.949,1.395,0.922,0.904,1.068,2.516,2.605,2.653,2.676,2.698,2.698,2.698,2.698,0.936,-0.860,0.485,1.706,0.841,0.427,0.422,0.537,1.527,-2.042,1.653,1.000,71.633,62.999
2010-06-04 11:30:00,1.361,0.331,1.266,1.136,6.330,1.550,1.262,-10.902,3.418,-2.001,-0.770,0.075,0.654,0.682,0.932,0.406,0.486,0.570,-3.256,-1.433,0.718,0.419,0.475,0.591,-4.545,-0.179,-1.830,1.314,1.481,2.048,2.048,1.008,1.026,0.967,0.891,0.796,0.550,0.003,-0.012,1.771,-0.333,1.315,0.963,1.396,0.910,0.909,1.071,2.516,2.605,2.666,2.686,2.698,2.698,2.698,2.698,0.784,0.452,0.481,0.553,0.560,0.469,0.527,0.596,3.000,-5.917,4.365,1.000,71.695,63.135
2010-06-04 12:00:00,1.359,0.330,1.292,1.134,6.461,1.565,1.290,-8.449,3.398,-1.997,-0.791,0.257,0.709,0.725,0.854,0.705,0.487,0.526,-3.267,-1.437,0.710,0.436,0.479,0.590,inf,-0.201,-1.849,1.325,1.485,2.001,2.001,1.007,1.028,0.967,0.891,0.795,0.570,0.188,-0.073,1.612,-0.359,1.209,1.007,1.470,0.897,0.914,1.071,2.516,2.618,2.662,2.684,2.698,2.698,2.698,2.689,0.786,0.759,0.470,0.457,0.663,0.551,0.550,0.620,3.184,-4.857,4.457,1.000,71.769,63.281
2010-06-04 12:30:00,1.367,0.328,1.283,1.141,6.413,1.773,1.294,-72.800,3.228,-2.286,-0.814,0.356,0.708,0.713,0.888,1.358,0.518,0.371,-3.279,-1.441,0.652,0.457,0.485,0.591,7.000,-0.227,-1.887,1.338,1.488,1.929,1.929,1.007,1.030,0.968,0.891,0.796,0.612,0.283,-0.150,1.495,-0.384,1.167,1.068,1.432,0.894,0.916,1.071,2.516,2.624,2.663,2.680,2.698,2.698,2.698,2.696,0.711,1.530,0.484,0.052,0.691,0.659,0.659,0.711,3.523,-0.552,-6.667,1.000,71.592,62.766
2010-06-04 13:00:00,1.368,0.333,1.257,1.141,6.284,1.759,1.182,45.625,3.123,-2.423,-0.839,0.414,0.647,0.675,0.889,2.220,0.480,0.355,-3.294,-1.444,0.651,0.474,0.491,0.592,4.173,-0.258,-1.943,1.349,1.493,1.874,1.874,1.007,1.031,0.968,0.891,0.796,0.646,0.348,-0.259,1.414,-0.420,0.859,0.921,1.382,0.902,0.919,1.071,2.516,2.623,2.676,2.684,2.697,2.697,2.697,2.696,0.760,2.140,0.444,0.059,0.730,0.681,0.644,0.702,4.401,-0.443,-4.279,1.000,71.625,62.766
2010-06-04 13:30:00,1.361,0.331,1.204,1.135,6.018,1.935,1.187,-6.000,4.239,-2.195,-0.866,0.452,0.612,0.679,0.919,0.822,0.453,0.298,-3.311,-1.448,0.644,0.488,0.496,0.593,3.094,-0.297,-2.208,1.361,1.497,1.826,1.826,1.005,1.033,0.969,0.891,0.796,0.654,0.388,-0.395,1.371,-0.457,0.682,1.088,1.370,0.906,0.918,1.077,2.516,2.638,2.684,2.683,2.697,2.697,2.697,2.695,0.776,0.874,0.414,-0.271,0.685,0.792,0.606,0.687,0.730,1.705,-58.000,1.000,71.769,63.223
2010-06-04 14:00:00,1.361,0.331,1.246,1.135,6.231,2.161,1.227,4.478,4.227,-2.162,-0.892,0.486,0.666,0.679,1.010,0.756,0.485,0.333,-3.333,-1.452,0.631,0.502,0.503,0.596,2.600,-0.349,-2.816,1.374,1.502,1.768,1.768,1.003,1.033,0.970,0.892,0.797,0.705,0.419,-0.612,1.368,-0.488,0.943,1.009,1.428,0.896,0.933,1.088,2.516,2.664,2.684,2.680,2.697,2.697,2.696,2.696,0.886,0.636,0.417,0.175,0.488,0.841,0.683,0.665,0.570,0.605,-26.500,1.000,71.641,63.106
2010-06-04 14:30:00,1.358,0.330,1.230,1.133,6.149,3.068,1.120,4.645,4.182,-2.007,-0.920,0.507,1.079,0.657,1.034,0.974,0.436,0.270,-3.355,-1.456,0.576,0.511,0.507,0.597,2.288,-0.420,-3.724,1.383,1.506,1.722,1.722,1.002,1.033,0.971,0.892,0.797,0.792,0.436,-0.868,1.385,-0.508,1.169,0.955,1.389,0.905,0.946,1.087,2.516,2.675,2.681,2.681,2.697,2.697,2.696,2.686,0.952,0.904,0.398,0.017,0.673,0.967,0.637,0.684,2.053,3.868,2.606,1.000,71.728,63.291
2010-06-04 15:00:00,1.348,0.328,1.171,1.124,5.856,3.402,1.203,-346.000,4.650,-1.584,-0.948,0.525,-0.214,0.645,1.149,0.637,0.450,0.323,-3.379,-1.460,0.522,0.516,0.511,0.597,2.048,-0.532,-6.353,1.388,1.508,1.675,1.675,1.002,1.032,0.971,0.892,0.797,0.977,0.448,-1.159,1.427,-0.509,0.770,0.866,1.288,0.917,0.947,1.082,2.516,2.662,2.664,2.664,2.697,2.697,2.696,2.680,1.165,0.632,0.406,-0.073,0.542,0.470,0.470,0.599,1.240,-1.467,9.625,1.000,71.794,63.855
2010-06-04 15:30:00,1.343,0.326,1.177,1.121,5.883,5.176,1.525,-15.533,4.554,-1.716,-0.973,0.539,0.103,-76.000,1.324,0.591,0.563,0.146,-3.407,-1.464,0.499,0.516,0.514,0.598,1.838,-0.737,-35.667,1.390,1.508,1.634,1.634,0.999,1.032,0.972,0.892,0.797,1.389,0.461,-1.560,1.462,-0.505,0.836,0.881,1.335,0.911,0.952,1.083,2.516,2.650,2.655,2.655,2.697,2.697,2.695,2.664,1.092,0.743,0.476,-1.019,0.568,0.499,0.558,0.535,1.808,7.312,2.538,1.000,71.872,64.136
2010-06-07 09:30:00,1.348,0.326,1.102,1.125,5.512,3.189,1.530,4.111,3.436,-2.129,-0.986,0.544,-0.079,-0.340,1.382,3.619,0.644,0.455,-3.421,-1.466,0.492,0.517,0.516,0.598,1.842,-0.737,-36.000,1.392,1.509,1.619,1.619,0.998,1.032,0.972,0.893,0.797,1.387,0.466,-2.010,1.464,-0.502,0.835,0.864,1.334,0.905,0.953,1.081,2.516,2.663,2.655,2.649,2.684,2.684,2.682,2.660,1.286,3.648,0.534,0.181,0.539,0.385,0.369,0.470,1.494,0.180,1.322,1.000,71.160,63.271
2010-06-07 10:00:00,1.351,0.326,1.086,1.126,5.432,2.315,1.702,3.672,3.253,-2.526,-1.013,0.557,-1.776,-0.184,1.429,1.393,0.735,0.394,-3.455,-1.470,0.568,0.518,0.520,0.599,1.873,-0.780,-54.500,1.398,1.511,1.579,1.579,0.995,1.031,0.973,0.893,0.796,1.208,0.482,-3.569,1.472,-0.508,1.012,0.981,1.209,0.911,0.953,1.085,2.516,2.655,2.655,2.648,2.669,2.669,2.662,2.653,1.279,1.079,0.545,-0.781,0.573,0.440,0.411,0.513,1.781,-0.986,1.504,1.000,70.942,62.980
2010-06-07 10:30:00,1.347,0.324,1.016,1.123,5.082,-8.000,1.545,2.379,3.540,-2.678,-1.041,0.576,12.074,-0.327,1.404,1.882,0.639,0.181,-3.486,-1.475,0.687,0.517,0.521,0.599,1.960,-0.798,-55.500,1.405,1.515,1.442,1.442,0.995,1.030,0.973,0.893,0.796,1.983,0.496,-6.733,1.496,-0.517,0.858,0.891,1.291,0.913,0.944,1.088,2.516,2.655,2.655,2.651,2.669,2.669,2.655,2.655,1.375,-0.667,0.441,-1.858,0.758,0.384,0.391,0.513,-5.280,-0.361,-4.877,1.000,71.131,63.320
2010-06-07 11:00:00,1.346,0.326,0.982,1.123,4.908,-33.167,1.794,2.241,3.781,-2.824,-1.071,0.595,6.458,-0.683,1.486,-0.295,0.786,0.228,-3.527,-1.479,0.689,0.515,0.523,0.599,2.117,-0.798,-22.400,1.411,1.517,1.219,1.219,0.995,1.027,0.974,0.893,0.796,-4.686,0.514,196.000,1.529,-0.527,0.741,0.919,1.184,0.923,0.940,1.084,2.516,2.655,2.655,2.656,2.669,2.667,2.655,2.658,1.451,0.207,0.516,-1.042,0.626,0.420,0.438,0.540,-4.636,2.000,1.790,1.000,70.814,63.058
2010-06-07 11:30:00,1.338,0.324,1.058,1.116,5.288,-6.719,1.888,2.655,4.302,-2.570,-1.101,0.618,6.839,-1.508,1.630,-3.159,0.834,0.258,-3.565,-1.484,0.682,0.515,0.526,0.600,2.291,-0.795,-19.167,1.417,1.520,1.091,1.091,0.994,1.026,0.974,0.893,0.797,-3.212,0.529,6.226,1.551,-0.539,1.116,0.958,1.174,0.932,0.940,1.083,2.516,2.655,2.649,2.646,2.669,2.667,2.655,2.656,1.405,-2.448,0.534,-0.899,0.647,0.462,0.544,0.599,-8.165,5.913,5.031,1.000,70.810,63.446
